Data,Posiłek,"Produkty i potrawy","Miara użyteczna","ilość (g)","kalorie (kcal)","Białka (g)","Zwierzęce (g)","Roślinne (g)","Tłuszcze (g)","Nasycone (g)","Jednonienasycone (g)","Wielonienasycone (g)","Kwas omega 3 (g)","Kwas omega 6 (g)","Węglowodany (g)","Cukry (g)","Cholesterol (mg)","Błonnik (g)","Kofeina (mg)","Kwas foliowy (ug)","Witamina A (ug)","Witamina B1 (mg)","Witamina B2 (mg)","Witamina B5 (mg)","Witamina B6 (mg)","Biotyna (ug)","Witamina B12 (ug)","Witamina C (mg)","Witamina D (ug)","Witamina E (mg)","Witamina PP (mg)","Witamina K (ug)","Cynk (mg)","Fosfor (mg)","Jod (ug)","Magnez (mg)","Miedź (mg)","Potas (mg)","Selen (ug)","Sód (mg)","Wapń (mg)","Żelazo (mg)","Sól (g)"
2025-01-22,Obiad,"Szczytno Premium Kasza Jeczmienna Perlowa","20x g",20,67.6,1.4,,,0.44,0.08,,,,0,13.8,0.1,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,0.002
2025-01-22,Obiad,"Rema 1000 Raps- og Olivenolje","5x g",5,41.4,0,,,4.6,0.38,3.05,1.3,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0
2025-01-22,Obiad,"Kapusta kiszona","100x g",100,20,1.1,,,0.2,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-22,Przekąska,"Idun Sterk & Grov Pølsesennep","25x g",25,35.75,1.5,,,1.675,0,,,0,0,3.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,0.325
2025-01-22,Przekąska,"Chleb zwykły","110x g",110,280.5,7.15,7.15,,1.43,0.308,0.242,0.902,0.044,0.858,61.93,1.54,,4.62,,30.36,,0.165,0.088,,0.11,,,,,0.517,1.155,8.47,1.287,107.8,,31.9,0.143,162.8,,430.32,18.7,1.32,1.078
2025-01-22,Przekąska,Szynka,"90x g",90,75.6,15.39,,15.39,1.44,0.45,0.63,0.36,,,0.09,0,52.2,0,,9.45,11.7,,0.18,,0.36,,0.72,0,,0,5.67,,1.35,185.4,,28.8,0.09,348.3,,550.8,2.7,0.54,
2025-01-22,Przekąska,Boczek,"32x g",32,103.68,4.8,,,9.28,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.768
2025-01-22,Przekąska,"Prior Egg fra Frittgående Norske Høner","60x g",60,89.4,7.8,,,6.6,1.8,,,0,0,0.18,0.18,,,,40.8,,,0.24,,,,0.78,,0,3.06,,,,,0.018,,,,13.2,,,,0.24
2025-01-22,Kolacja,"Mager Cottage cheese","100x g",100,79,13,,,2,1.3,,,,,2.1,2.1,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.4
2025-01-23,Śniadanie,Tyttebær,"10x g",10,4.4,0.07,,,0.06,,,,,,0.7,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-23,Śniadanie,"Maliny mrożone","30x g",30,8.7,0.33,,,0.15,0,,,,,0.96,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003
2025-01-23,Śniadanie,"Blåbar freskfryset","50x g",50,25.5,0.5,,,0.45,,,,,,3.75,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-23,Śniadanie,"Kirsebær uten sten","30x g",30,12.3,0.21,,,0,0,,,,,2.7,2.7,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,0
2025-01-23,Śniadanie,"Truskawki mrozone rema 1000","60x g",60,20.4,0.3,,,0.3,,,,,,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-23,Śniadanie,"Melvit Platki Owsiane Gorskie","50x g",50,187,6.5,6.5,,3.35,0.6,0,0,0,0,30.5,0.8,0,4.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01
2025-01-23,Śniadanie,"Yogurth Natural (tine)","200x g",200,138,8.2,,,6.8,4.6,,,,,11.2,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2
2025-01-23,"II śniadanie",Banan,"170x g",170,164.9,1.7,1.7,0,0.51,0.204,0.051,0.102,0.034,0.068,37.06,32.64,0,2.89,0,37.4,13.6,0.068,0.17,0.629,0.612,,0,15.3,0,0.459,0.85,0.85,0.306,34,4.76,56.1,0.17,671.5,1.768,1.7,10.2,0.68,0
2025-01-23,"II śniadanie",Marchew,"150x g",150,49.5,1.5,1.5,,0.3,0.06,0,0.18,0.03,0.15,13.05,7.5,,5.4,,48,2484,0.075,0.075,,0.225,,,5.1,,0.765,0.675,19.8,0.51,48,4.5,24,0.15,423,,123,54,0.75,0.315
2025-01-23,Obiad,"Mięso z piersi kurczaka","180x g",180,178.2,38.7,0,38.7,2.34,0.54,0.54,0.54,,,0,0,104.4,0,,21.6,10.8,0.18,0.36,,1.08,,0.72,0,0,0.54,22.32,,0.9,432,0,59.4,0,693,,99,9,0.72,
2025-01-23,Obiad,"Szczytno Premium Kasza Jeczmienna Perlowa","50x g",50,169,3.5,,,1.1,0.2,,,,0,34.5,0.25,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,0.005
2025-01-23,Obiad,"Rema 1000 Raps- og Olivenolje","3x g",3,24.84,0,,,2.76,0.228,1.83,0.78,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0
2025-01-23,Obiad,"Kapusta kiszona","100x g",100,20,1.1,,,0.2,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-23,Kolacja,"Tine mleko ekstra lett","300x ml",300,111,10.5,,,1.5,0.9,,,,,13.5,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3
2025-01-24,Śniadanie,Tyttebær,"10x g",10,4.4,0.07,,,0.06,,,,,,0.7,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-24,Śniadanie,"Maliny mrożone","30x g",30,8.7,0.33,,,0.15,0,,,,,0.96,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003
2025-01-24,Śniadanie,"Blåbar freskfryset","50x g",50,25.5,0.5,,,0.45,,,,,,3.75,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-24,Śniadanie,"Kirsebær uten sten","30x g",30,12.3,0.21,,,0,0,,,,,2.7,2.7,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,0
2025-01-24,Śniadanie,"Truskawki mrozone rema 1000","60x g",60,20.4,0.3,,,0.3,,,,,,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-24,Śniadanie,"Melvit Platki Owsiane Gorskie","50x g",50,187,6.5,6.5,,3.35,0.6,0,0,0,0,30.5,0.8,0,4.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01
2025-01-24,Śniadanie,"Yogurth Natural (tine)","200x g",200,138,8.2,,,6.8,4.6,,,,,11.2,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2
2025-01-24,Obiad,"Mięso z piersi kurczaka","220x g",220,217.8,47.3,0,47.3,2.86,0.66,0.66,0.66,,,0,0,127.6,0,,26.4,13.2,0.22,0.44,,1.32,,0.88,0,0,0.66,27.28,,1.1,528,0,72.6,0,847,,121,11,0.88,
2025-01-24,Obiad,"Szczytno Premium Kasza Jeczmienna Perlowa","50x g",50,169,3.5,,,1.1,0.2,,,,0,34.5,0.25,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,0.005
2025-01-24,Obiad,"Rema 1000 Raps- og Olivenolje","5x g",5,41.4,0,,,4.6,0.38,3.05,1.3,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0
2025-01-24,Obiad,"Kapusta kiszona","150x g",150,30,1.65,,,0.3,,,,,,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-24,Przekąska,Marchew,"150x g",150,49.5,1.5,1.5,,0.3,0.06,0,0.18,0.03,0.15,13.05,7.5,,5.4,,48,2484,0.075,0.075,,0.225,,,5.1,,0.765,0.675,19.8,0.51,48,4.5,24,0.15,423,,123,54,0.75,0.315
2025-01-24,Przekąska,Banan,"140x g",140,135.8,1.4,1.4,0,0.42,0.168,0.042,0.084,0.028,0.056,30.52,26.88,0,2.38,0,30.8,11.2,0.056,0.14,0.518,0.504,,0,12.6,0,0.378,0.7,0.7,0.252,28,3.92,46.2,0.14,553,1.456,1.4,8.4,0.56,0
2025-01-24,Kolacja,"Wasa Husman 520g","104x g",104,343.2,9.36,,,2.4024,0.416,,,,,62.4,1.56,,20.8,,,,,,,,,,,,,,,,,,,,,,416,,,1.04
2025-01-24,Kolacja,"Idun Sterk & Grov Pølsesennep","88x g",88,125.84,5.28,,,5.896,0,,,0,0,12.32,10.56,,,,,,,,,,,,,,,,,,,,,,,,,,,1.144
2025-01-24,Kolacja,"Krakowska sucha  Tarczyński","184x g",184,301.76,44.16,,,12.696,,,,,,1.84,1.656,,,,,,,,,,,,,,,,,,,,,,,,,,,5.336
2025-01-25,Śniadanie,Tyttebær,"10x g",10,4.4,0.07,,,0.06,,,,,,0.7,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-25,Śniadanie,"Maliny mrożone","30x g",30,8.7,0.33,,,0.15,0,,,,,0.96,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003
2025-01-25,Śniadanie,"Blåbar freskfryset","50x g",50,25.5,0.5,,,0.45,,,,,,3.75,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-25,Śniadanie,"Kirsebær uten sten","30x g",30,12.3,0.21,,,0,0,,,,,2.7,2.7,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,0
2025-01-25,Śniadanie,"Truskawki mrozone rema 1000","60x g",60,20.4,0.3,,,0.3,,,,,,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-25,Śniadanie,"Melvit Platki Owsiane Gorskie","50x g",50,187,6.5,6.5,,3.35,0.6,0,0,0,0,30.5,0.8,0,4.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01
2025-01-25,Śniadanie,"Yogurth Natural (tine)","200x g",200,138,8.2,,,6.8,4.6,,,,,11.2,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2
2025-01-25,"II śniadanie",Marchew,"95x g",95,31.35,0.95,0.95,,0.19,0.038,0,0.114,0.019,0.095,8.265,4.75,,3.42,,30.4,1573.2,0.0475,0.0475,,0.1425,,,3.23,,0.4845,0.4275,12.54,0.323,30.4,2.85,15.2,0.095,267.9,,77.9,34.2,0.475,0.1995
2025-01-25,"II śniadanie",Banan,"85x g",85,82.45,0.85,0.85,0,0.255,0.102,0.0255,0.051,0.017,0.034,18.53,16.32,0,1.445,0,18.7,6.8,0.034,0.085,0.3145,0.306,,0,7.65,0,0.2295,0.425,0.425,0.153,17,2.38,28.05,0.085,335.75,0.884,0.85,5.1,0.34,0
2025-01-25,Obiad,"Mięso z piersi kurczaka","140x g",140,138.6,30.1,0,30.1,1.82,0.42,0.42,0.42,,,0,0,81.2,0,,16.8,8.4,0.14,0.28,,0.84,,0.56,0,0,0.42,17.36,,0.7,336,0,46.2,0,539,,77,7,0.56,
2025-01-25,Obiad,"Szczytno Premium Kasza Jeczmienna Perlowa","40x g",40,135.2,2.8,,,0.88,0.16,,,,0,27.6,0.2,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,0.004
2025-01-25,Obiad,"Rema 1000 Raps- og Olivenolje","6x g",6,49.68,0,,,5.52,0.456,3.66,1.56,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0
2025-01-25,Obiad,"Kapusta kiszona","150x g",150,30,1.65,,,0.3,,,,,,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-28,Śniadanie,"Maliny mrożone","30x g",30,8.7,0.33,,,0.15,0,,,,,0.96,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003
2025-01-28,Śniadanie,"Blåbar freskfryset","50x g",50,25.5,0.5,,,0.45,,,,,,3.75,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-28,Śniadanie,"Kirsebær uten sten","30x g",30,12.3,0.21,,,0,0,,,,,2.7,2.7,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,0
2025-01-28,Śniadanie,"Truskawki mrozone rema 1000","60x g",60,20.4,0.3,,,0.3,,,,,,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-28,Śniadanie,"Melvit Platki Owsiane Gorskie","50x g",50,187,6.5,6.5,,3.35,0.6,0,0,0,0,30.5,0.8,0,4.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01
2025-01-28,Śniadanie,"Yogurth Natural (tine)","200x g",200,138,8.2,,,6.8,4.6,,,,,11.2,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2
