Data,Posiłek,"Produkty i potrawy","Miara użyteczna","ilość (g)","kalorie (kcal)","Białka (g)","Zwierzęce (g)","Roślinne (g)","Tłuszcze (g)","Nasycone (g)","Jednonienasycone (g)","Wielonienasycone (g)","Kwas omega 3 (g)","Kwas omega 6 (g)","Węglowodany (g)","Cukry (g)","Cholesterol (mg)","Błonnik (g)","Kofeina (mg)","Kwas foliowy (ug)","Witamina A (ug)","Witamina B1 (mg)","Witamina B2 (mg)","Witamina B5 (mg)","Witamina B6 (mg)","Biotyna (ug)","Witamina B12 (ug)","Witamina C (mg)","Witamina D (ug)","Witamina E (mg)","Witamina PP (mg)","Witamina K (ug)","Cynk (mg)","Fosfor (mg)","Jod (ug)","Magnez (mg)","Miedź (mg)","Potas (mg)","Selen (ug)","Sód (mg)","Wapń (mg)","Żelazo (mg)","Sól (g)"
2024-08-18,Obiad,"Mięso z piersi kurczaka","260x g",260,257.4,55.9,0,55.9,3.38,0.78,0.78,0.78,,,0,0,150.8,0,,31.2,15.6,0.26,0.52,,1.56,,1.04,0,0,0.78,32.24,,1.3,624,0,85.8,0,1001,,143,13,1.04,
2024-08-18,Obiad,"Kupiec Kasza Gryczana Prazona","30x g",30,103.2,3.9,3.78,,0.96,0.18,,,,0,19.2,0.24,,1.8,,,,,,,,,,,,,,,,,,,,,,0,,,0.012
2024-08-18,Obiad,"Kapusta kiszona","150x g",150,30,1.65,,,0.3,,,,,,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-19,Śniadanie,"Yogurth Natural (tine)","200x g",200,138,8.2,,,6.8,4.6,,,,,11.2,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2
2024-08-19,Śniadanie,"Truskawki mrozone rema 1000","60x g",60,20.4,0.3,,,0.3,,,,,,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-19,Śniadanie,"Maliny mrożone","30x g",30,8.7,0.33,,,0.15,0,,,,,0.96,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003
2024-08-19,Śniadanie,"Kirsebær uten sten","30x g",30,12.3,0.21,,,0,0,,,,,2.7,2.7,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,0
2024-08-19,Śniadanie,"Blåbar freskfryset","30x g",30,15.3,0.3,,,0.27,,,,,,2.25,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-19,Śniadanie,"Młyny Stoisław Płatki owsiane górskie ekstra 500 g","50x g",50,188,5.95,5.95,,3.6,0.65,,,,0,31.2,0.45,,3.45,,,,,,,,,,,,,,,,,,,,,,2,,,0.005
2024-08-19,"II śniadanie",Marchew,"130x g",130,42.9,1.3,1.3,,0.26,0.052,0,0.156,0.026,0.13,11.31,6.5,,4.68,,41.6,2152.8,0.065,0.065,,0.195,,,4.42,,0.663,0.585,17.16,0.442,41.6,3.9,20.8,0.13,366.6,,106.6,46.8,0.65,0.273
2024-08-19,"II śniadanie",Mandarynka,"80x g",80,36,0.48,0.48,,0.16,0.016,0.024,0.032,0.008,0.024,8.96,7.36,0,1.52,,16.8,12.8,0.088,0.016,,0.056,,0,24.64,0,0.16,0.16,,0.056,14.4,0.64,13.6,0.04,151.2,,0.96,24,0.24,0
2024-08-20,Śniadanie,"Yogurth Natural (tine)","200x g",200,138,8.2,,,6.8,4.6,,,,,11.2,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2
2024-08-20,Śniadanie,"Truskawki mrozone rema 1000","60x g",60,20.4,0.3,,,0.3,,,,,,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-20,Śniadanie,"Maliny mrożone","30x g",30,8.7,0.33,,,0.15,0,,,,,0.96,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003
2024-08-20,Śniadanie,"Kirsebær uten sten","30x g",30,12.3,0.21,,,0,0,,,,,2.7,2.7,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,0
2024-08-20,Śniadanie,"Blåbar freskfryset","30x g",30,15.3,0.3,,,0.27,,,,,,2.25,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-20,Śniadanie,"Młyny Stoisław Płatki owsiane górskie ekstra 500 g","50x g",50,188,5.95,5.95,,3.6,0.65,,,,0,31.2,0.45,,3.45,,,,,,,,,,,,,,,,,,,,,,2,,,0.005
2024-08-20,"II śniadanie",Mandarynka,"150x g",150,67.5,0.9,0.9,,0.3,0.03,0.045,0.06,0.015,0.045,16.8,13.8,0,2.85,,31.5,24,0.165,0.03,,0.105,,0,46.2,0,0.3,0.3,,0.105,27,1.2,25.5,0.075,283.5,,1.8,45,0.45,0
2024-08-20,"II śniadanie",Banan,"210x g",210,203.7,2.1,2.1,0,0.63,0.252,0.063,0.126,0.042,0.084,49.35,40.32,0,3.57,0,46.2,16.8,0.084,0.21,0.777,0.756,,0,18.9,0,0.567,1.05,1.05,0.378,42,5.88,69.3,0.21,829.5,2.184,2.1,12.6,0.84,0
2024-08-20,"II śniadanie","Winogrono białe","450x g",450,319.5,2.25,,,0.9,0.45,,,,,72.45,,,6.75,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-20,"II śniadanie",Marchew,"85x g",85,28.05,0.85,0.85,,0.17,0.034,0,0.102,0.017,0.085,7.395,4.25,,3.06,,27.2,1407.6,0.0425,0.0425,,0.1275,,,2.89,,0.4335,0.3825,11.22,0.289,27.2,2.55,13.6,0.085,239.7,,69.7,30.6,0.425,0.1785
2024-08-20,Obiad,Marchew,"85x g",85,28.05,0.85,0.85,,0.17,0.034,0,0.102,0.017,0.085,7.395,4.25,,3.06,,27.2,1407.6,0.0425,0.0425,,0.1275,,,2.89,,0.4335,0.3825,11.22,0.289,27.2,2.55,13.6,0.085,239.7,,69.7,30.6,0.425,0.1785
2024-08-20,Obiad,"Ogórek zielony","65x g",65,9.1,0.455,0.455,,0.065,0.0195,0,0.026,0.013,0.013,1.885,0,0,0.325,,9.75,18.2,0.0195,0.026,,0.026,,,5.2,0,0.104,0.1235,10.66,0.156,14.95,1.885,5.2,0.0715,81.25,,7.28,9.75,0.13,0.0195
2024-08-20,Obiad,"Kapusta pekińska","115x g",115,18.4,1.38,1.38,0,0.23,0.0575,0.023,0.1265,0.092,0.0345,3.68,1.61,0,2.185,,88.55,161,0.046,0.0575,,0.2645,,0,31.05,0,0.138,0.46,,0.322,42.55,0,17.25,0.046,172.5,,10.58,51.75,0.345,0.023
2024-08-20,Obiad,Awokado,"95x g",95,160.55,1.9,1.9,0,14.535,1.71,10.9345,1.2635,0.0665,1.197,7.03,1.33,0,3.135,,58.9,6.65,0.1045,0.114,,0.266,,0,7.6,0,1.235,1.805,19.95,0.38,38.95,1.9,37.05,0.171,570,,9.5,10.45,0.95,0.0285
2024-08-20,Obiad,"Asia Flavours Papier do Sajgonek z Tapioka","60x g",60,195.6,0.6,,,0,0,,,0,0,48,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84
2024-08-20,Obiad,"Naturell scampi serveringsklar","170x g",170,137.7,30.6,,,0.85,,,,,,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-20,Obiad,"Premium light soy sauce","10x g",10,9.2,0.77,,,0.05,0.01,,,,,1.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1.72
2024-08-20,Obiad,"Raw Coconut Aminos Seasoning Sauce","22x g",22,22,0,,,0,,,,0,0,4.4,0,,,,,,,,,,,,,,,,,,,,,,,,497.2,,,1.243
2024-08-20,Przekąska,"Grześki Wafel przekładany kremem kakaowym w czekoladzie 36 g","1x opakowanie",36,190.44,3.564,,,10.8,6.48,4.212,1.044,,0,19.08,12.24,,0.18,,,,,,,,,,,,,,,,,,,,,,39.9996,,,0.0792
2024-08-20,Kolacja,"Mager Cottage cheese","100x g",100,79,13,,,2,1.3,,,,,2.1,2.1,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.4
2024-08-21,Śniadanie,"Yogurth Natural (tine)","200x g",200,138,8.2,,,6.8,4.6,,,,,11.2,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2
2024-08-21,Śniadanie,"Truskawki mrozone rema 1000","60x g",60,20.4,0.3,,,0.3,,,,,,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-21,Śniadanie,"Maliny mrożone","30x g",30,8.7,0.33,,,0.15,0,,,,,0.96,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003
2024-08-21,Śniadanie,"Kirsebær uten sten","30x g",30,12.3,0.21,,,0,0,,,,,2.7,2.7,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,0
2024-08-21,Śniadanie,"Blåbar freskfryset","30x g",30,15.3,0.3,,,0.27,,,,,,2.25,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-21,Śniadanie,"Młyny Stoisław Płatki owsiane górskie ekstra 500 g","50x g",50,188,5.95,5.95,,3.6,0.65,,,,0,31.2,0.45,,3.45,,,,,,,,,,,,,,,,,,,,,,2,,,0.005
2024-08-21,"II śniadanie",Banan,"115x g",115,111.55,1.15,1.15,0,0.345,0.138,0.0345,0.069,0.023,0.046,27.025,22.08,0,1.955,0,25.3,9.2,0.046,0.115,0.4255,0.414,,0,10.35,0,0.3105,0.575,0.575,0.207,23,3.22,37.95,0.115,454.25,1.196,1.15,6.9,0.46,0
2024-08-21,"II śniadanie",Marchew,"85x g",85,28.05,0.85,0.85,,0.17,0.034,0,0.102,0.017,0.085,7.395,4.25,,3.06,,27.2,1407.6,0.0425,0.0425,,0.1275,,,2.89,,0.4335,0.3825,11.22,0.289,27.2,2.55,13.6,0.085,239.7,,69.7,30.6,0.425,0.1785
2024-08-21,Obiad,"Mięso z piersi kurczaka","210x g",210,207.9,45.15,0,45.15,2.73,0.63,0.63,0.63,,,0,0,121.8,0,,25.2,12.6,0.21,0.42,,1.26,,0.84,0,0,0.63,26.04,,1.05,504,0,69.3,0,808.5,,115.5,10.5,0.84,
2024-08-21,Obiad,"Kupiec Kasza Gryczana Prazona","30x g",30,103.2,3.9,3.78,,0.96,0.18,,,,0,19.2,0.24,,1.8,,,,,,,,,,,,,,,,,,,,,,0,,,0.012
2024-08-21,Obiad,"Oliwa z oliwek najwyższej jakości z pierwszego tłoczenia Kalamata O.D.O","10x g",10,82.8,0,,,9.2,1.4,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-21,Obiad,"Kapusta kiszona","100x g",100,20,1.1,,,0.2,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-21,Przekąska,"Grześki Wafel przekładany kremem kakaowym w czekoladzie 36 g","1x opakowanie",36,190.44,3.564,,,10.8,6.48,4.212,1.044,,0,19.08,12.24,,0.18,,,,,,,,,,,,,,,,,,,,,,39.9996,,,0.0792
2024-08-21,Kolacja,"Prior Egg fra Frittgående Norske Høner","67x g",67,99.83,8.71,,,7.37,2.01,,,0,0,0.201,0.201,,,,45.56,,,0.268,,,,0.871,,0,3.417,,,,,0.0201,,,,14.74,,,,0.268
2024-08-21,Kolacja,"Wasa Fiber Balance","3x porcja",30,98.7,3.9,,,1.5,0.3,,,,,12.6,0.6,,8.7,,,,,,,,,,,,,,,,,,,,,,,,,0.33
2024-08-21,Kolacja,"Mager Cottage cheese","50x g",50,39.5,6.5,,,1,0.65,,,,,1.05,1.05,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.2
2024-08-21,Kolacja,Pomidor,"85x g",85,16.15,0.765,0.765,0,0.17,0.0425,0.017,0.102,0.0085,0.0935,3.485,2.38,0,1.02,0,33.15,90.95,0.051,0.034,0.0765,0.1275,1.7,0,19.55,0,1.037,0.85,6.715,0.221,17.85,0.935,6.8,0.051,239.7,0.255,6.8,7.65,0.425,0.017
2024-08-22,Śniadanie,"Yogurth Natural (tine)","200x g",200,138,8.2,,,6.8,4.6,,,,,11.2,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2
2024-08-22,Śniadanie,"Truskawki mrozone rema 1000","60x g",60,20.4,0.3,,,0.3,,,,,,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-22,Śniadanie,"Maliny mrożone","30x g",30,8.7,0.33,,,0.15,0,,,,,0.96,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003
2024-08-22,Śniadanie,"Kirsebær uten sten","30x g",30,12.3,0.21,,,0,0,,,,,2.7,2.7,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,0
2024-08-22,Śniadanie,"Blåbar freskfryset","30x g",30,15.3,0.3,,,0.27,,,,,,2.25,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-22,Śniadanie,"Młyny Stoisław Płatki owsiane górskie ekstra 500 g","50x g",50,188,5.95,5.95,,3.6,0.65,,,,0,31.2,0.45,,3.45,,,,,,,,,,,,,,,,,,,,,,2,,,0.005
2024-08-22,"II śniadanie",Banan,"115x g",115,111.55,1.15,1.15,0,0.345,0.138,0.0345,0.069,0.023,0.046,27.025,22.08,0,1.955,0,25.3,9.2,0.046,0.115,0.4255,0.414,,0,10.35,0,0.3105,0.575,0.575,0.207,23,3.22,37.95,0.115,454.25,1.196,1.15,6.9,0.46,0
2024-08-22,"II śniadanie",Marchew,"85x g",85,28.05,0.85,0.85,,0.17,0.034,0,0.102,0.017,0.085,7.395,4.25,,3.06,,27.2,1407.6,0.0425,0.0425,,0.1275,,,2.89,,0.4335,0.3825,11.22,0.289,27.2,2.55,13.6,0.085,239.7,,69.7,30.6,0.425,0.1785
2024-08-22,"II śniadanie",Banan,"90x g",90,87.3,0.9,0.9,0,0.27,0.108,0.027,0.054,0.018,0.036,21.15,17.28,0,1.53,0,19.8,7.2,0.036,0.09,0.333,0.324,,0,8.1,0,0.243,0.45,0.45,0.162,18,2.52,29.7,0.09,355.5,0.936,0.9,5.4,0.36,0
2024-08-22,Obiad,"Colavita The Delicate Avocado Olie","4x g",4,32.96,0,,,3.68,0.6,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2024-08-22,Obiad,"Czaniecki Makaron 5 jajeczny tasiemka walcowana 500 g","50x g",50,185.5,6.5,,,1.85,0.5,,,,,35,1.45,,1.3,,,,,,,,,,,,,,,,,,,,,,20,,,0.03
2024-08-22,Obiad,"Mielone z kurczaka rema","200x g",200,292,36,,,16.4,4.4,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4
2024-08-22,Obiad,Pomidor,"180x g",180,34.2,1.62,1.62,0,0.36,0.09,0.036,0.216,0.018,0.198,7.38,5.04,0,2.16,0,70.2,192.6,0.108,0.072,0.162,0.27,3.6,0,41.4,0,2.196,1.8,14.22,0.468,37.8,1.98,14.4,0.108,507.6,0.54,14.4,16.2,0.9,0.036
2024-08-22,Przekąska,"Winogrono białe","300x g",300,213,1.5,,,0.6,0.3,,,,,48.3,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-23,Śniadanie,"Truskawki mrozone rema 1000","60x g",60,20.4,0.3,,,0.3,,,,,,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-23,Śniadanie,"Maliny mrożone","30x g",30,8.7,0.33,,,0.15,0,,,,,0.96,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003
2024-08-23,Śniadanie,"Kirsebær uten sten","30x g",30,12.3,0.21,,,0,0,,,,,2.7,2.7,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,0
2024-08-23,Śniadanie,"Blåbar freskfryset","30x g",30,15.3,0.3,,,0.27,,,,,,2.25,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-23,Śniadanie,"Młyny Stoisław Płatki owsiane górskie ekstra 500 g","50x g",50,188,5.95,5.95,,3.6,0.65,,,,0,31.2,0.45,,3.45,,,,,,,,,,,,,,,,,,,,,,2,,,0.005
2024-08-23,Śniadanie,"Q Frokost Yoghurt Vanilje","200x g",200,144,9,,,5.4,3.6,,,,,15,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2
2024-08-23,"II śniadanie",Marchew,"100x g",100,33,1,1,,0.2,0.04,0,0.12,0.02,0.1,8.7,5,,3.6,,32,1656,0.05,0.05,,0.15,,,3.4,,0.51,0.45,13.2,0.34,32,3,16,0.1,282,,82,36,0.5,0.21
2024-08-23,"II śniadanie",Banan,"90x g",90,87.3,0.9,0.9,0,0.27,0.108,0.027,0.054,0.018,0.036,21.15,17.28,0,1.53,0,19.8,7.2,0.036,0.09,0.333,0.324,,0,8.1,0,0.243,0.45,0.45,0.162,18,2.52,29.7,0.09,355.5,0.936,0.9,5.4,0.36,0
2024-08-23,Obiad,"Colavita The Delicate Avocado Olie","5x g",5,41.2,0,,,4.6,0.75,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2024-08-23,Obiad,"Czaniecki Makaron 5 jajeczny tasiemka walcowana 500 g","50x g",50,185.5,6.5,,,1.85,0.5,,,,,35,1.45,,1.3,,,,,,,,,,,,,,,,,,,,,,20,,,0.03
2024-08-23,Obiad,"Mielone z kurczaka rema","210x g",210,306.6,37.8,,,17.22,4.62,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.52
2024-08-23,Obiad,Pomidor,"160x g",160,30.4,1.44,1.44,0,0.32,0.08,0.032,0.192,0.016,0.176,6.56,4.48,0,1.92,0,62.4,171.2,0.096,0.064,0.144,0.24,3.2,0,36.8,0,1.952,1.6,12.64,0.416,33.6,1.76,12.8,0.096,451.2,0.48,12.8,14.4,0.8,0.032
2024-08-24,Śniadanie,"Truskawki mrozone rema 1000","60x g",60,20.4,0.3,,,0.3,,,,,,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-24,Śniadanie,"Maliny mrożone","30x g",30,8.7,0.33,,,0.15,0,,,,,0.96,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003
2024-08-24,Śniadanie,"Kirsebær uten sten","30x g",30,12.3,0.21,,,0,0,,,,,2.7,2.7,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,0
2024-08-24,Śniadanie,"Blåbar freskfryset","30x g",30,15.3,0.3,,,0.27,,,,,,2.25,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-24,Śniadanie,"Młyny Stoisław Płatki owsiane górskie ekstra 500 g","50x g",50,188,5.95,5.95,,3.6,0.65,,,,0,31.2,0.45,,3.45,,,,,,,,,,,,,,,,,,,,,,2,,,0.005
2024-08-24,Śniadanie,"Q Frokost Yoghurt Vanilje","200x g",200,144,9,,,5.4,3.6,,,,,15,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2
2024-08-24,"II śniadanie",Banan,"90x g",90,87.3,0.9,0.9,0,0.27,0.108,0.027,0.054,0.018,0.036,21.15,17.28,0,1.53,0,19.8,7.2,0.036,0.09,0.333,0.324,,0,8.1,0,0.243,0.45,0.45,0.162,18,2.52,29.7,0.09,355.5,0.936,0.9,5.4,0.36,0
2024-08-26,Śniadanie,"Truskawki mrozone rema 1000","60x g",60,20.4,0.3,,,0.3,,,,,,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-26,Śniadanie,"Maliny mrożone","30x g",30,8.7,0.33,,,0.15,0,,,,,0.96,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003
2024-08-26,Śniadanie,"Kirsebær uten sten","30x g",30,12.3,0.21,,,0,0,,,,,2.7,2.7,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,0
2024-08-26,Śniadanie,"Blåbar freskfryset","30x g",30,15.3,0.3,,,0.27,,,,,,2.25,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-26,Śniadanie,"Młyny Stoisław Płatki owsiane górskie ekstra 500 g","50x g",50,188,5.95,5.95,,3.6,0.65,,,,0,31.2,0.45,,3.45,,,,,,,,,,,,,,,,,,,,,,2,,,0.005
2024-08-26,Śniadanie,"Q Frokost Yoghurt Vanilje","200x g",200,144,9,,,5.4,3.6,,,,,15,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2
2024-08-26,"II śniadanie","Kefir q","250x g",250,115,8.5,,,5,3.5,,,,,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25
2024-08-26,Obiad,"Czaniecki Makaron 5 jajeczny niteczka walcowana 500 g","50x g",50,185.5,6.5,,,1.85,0.5,,,,,35,1.45,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,0.05
2024-08-26,Obiad,Pastasaus,"100x g",100,35,1.6,,,0.7,,,,,,4.8,4.5,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,0.6
2024-08-26,Obiad,"Mięso z piersi kurczaka","250x g",250,247.5,53.75,0,53.75,3.25,0.75,0.75,0.75,,,0,0,145,0,,30,15,0.25,0.5,,1.5,,1,0,0,0.75,31,,1.25,600,0,82.5,0,962.5,,137.5,12.5,1,
2024-08-26,Obiad,"Oliwa z oliwek","4x g",4,35.88,0,,,3.984,0.5944,2.8048,0.4244,0.0332,0.3912,0.008,0,0,0,,,,,,,,,,0,,0.478,,,0.0024,0.04,0.2,0,0.0028,,,0.04,0,0.016,0
2024-08-26,Przekąska,"Toro Vafler Miks","80x g",80,244.8,5.12,,,11.36,3.52,,,0,0,30.4,7.36,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64
2024-08-26,Przekąska,"Masło niesolone","24x g",24,180.24,0.12,,,19.92,12.96,4.56,,,,0.12,0.12,,,,,189.84,,,,,,,,,0.528,,,,,,,,,,,,,0.0072
2024-08-26,Przekąska,"Herbapol Dżem o obniżonej zawartości cukru z czarnych porzeczek 280 g","20x g",20,28.2,0.1,,,0.1,0.02,,,,,6.6,6.4,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.014
2024-08-27,Śniadanie,"Truskawki mrozone rema 1000","60x g",60,20.4,0.3,,,0.3,,,,,,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-27,Śniadanie,"Maliny mrożone","30x g",30,8.7,0.33,,,0.15,0,,,,,0.96,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003
2024-08-27,Śniadanie,"Kirsebær uten sten","30x g",30,12.3,0.21,,,0,0,,,,,2.7,2.7,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,0
2024-08-27,Śniadanie,"Blåbar freskfryset","30x g",30,15.3,0.3,,,0.27,,,,,,2.25,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-27,Śniadanie,"Młyny Stoisław Płatki owsiane górskie ekstra 500 g","50x g",50,188,5.95,5.95,,3.6,0.65,,,,0,31.2,0.45,,3.45,,,,,,,,,,,,,,,,,,,,,,2,,,0.005
2024-08-27,Śniadanie,"Yogurth Natural (tine)","200x g",200,138,8.2,,,6.8,4.6,,,,,11.2,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2
2024-08-27,"II śniadanie",Marchew,"100x g",100,33,1,1,,0.2,0.04,0,0.12,0.02,0.1,8.7,5,,3.6,,32,1656,0.05,0.05,,0.15,,,3.4,,0.51,0.45,13.2,0.34,32,3,16,0.1,282,,82,36,0.5,0.21
2024-08-27,Obiad,"Czaniecki Makaron 5 jajeczny niteczka walcowana 500 g","50x g",50,185.5,6.5,,,1.85,0.5,,,,,35,1.45,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,0.05
2024-08-27,Obiad,"Oliwa z oliwek","6x g",6,53.82,0,,,5.976,0.8916,4.2072,0.6366,0.0498,0.5868,0.012,0,0,0,,,,,,,,,,0,,0.717,,,0.0036,0.06,0.3,0,0.0042,,,0.06,0,0.024,0
