Data,Posiłek,"Produkty i potrawy","Miara użyteczna","ilość (g)","kalorie (kcal)","Białka (g)","Zwierzęce (g)","Roślinne (g)","Tłuszcze (g)","Nasycone (g)","Jednonienasycone (g)","Wielonienasycone (g)","Kwas omega 3 (g)","Kwas omega 6 (g)","Węglowodany (g)","Cukry (g)","Cholesterol (mg)","Błonnik (g)","Kofeina (mg)","Kwas foliowy (ug)","Witamina A (ug)","Witamina B1 (mg)","Witamina B2 (mg)","Witamina B5 (mg)","Witamina B6 (mg)","Biotyna (ug)","Witamina B12 (ug)","Witamina C (mg)","Witamina D (ug)","Witamina E (mg)","Witamina PP (mg)","Witamina K (ug)","Cynk (mg)","Fosfor (mg)","Jod (ug)","Magnez (mg)","Miedź (mg)","Potas (mg)","Selen (ug)","Sód (mg)","Wapń (mg)","Żelazo (mg)","Sól (g)"
2024-02-05,Kolacja,"Wasa Fiber Balance","3x porcja",30,98.7,3.9,,,1.5,0.3,,,,,12.6,0.6,,8.7,,,,,,,,,,,,,,,,,,,,,,,,,0.33
2024-02-05,Kolacja,"Mager Cottage cheese","195x g",195,154.05,25.35,,,3.9,2.535,,,,,4.095,4.095,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.78
2024-02-05,Kolacja,"Tine mleko ekstra lett","300x g",300,111,10.5,,,1.5,0.9,,,,,13.5,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3
2024-02-06,Śniadanie,"Truskawki mrozone rema 1000","60x g",60,20.4,0.3,,,0.3,,,,,,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-06,Śniadanie,"Maliny mrożone","30x g",30,8.7,0.33,,,0.15,0,,,,,0.96,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003
2024-02-06,Śniadanie,"Blåbær (mrożone)","30x g",30,15.3,0.3,,,0.27,,,,,,2.25,2.25,,1.38,,,,,,,,,,,,,,,,,,,,,,,,,0
2024-02-06,Śniadanie,"Kirsebær uten sten","30x g",30,12.3,0.21,,,0,0,,,,,2.7,2.7,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,0
2024-02-06,Śniadanie,"Młyny Stoisław Płatki owsiane górskie ekstra 500 g","50x g",50,188,5.95,5.95,,3.6,0.65,0,0,,,31.2,0.45,0,3.45,,0,0,0,0,,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.005
2024-02-06,Śniadanie,"Yogurth Natural (tine)","200x g",200,138,8.2,,,6.8,4.6,,,,,11.2,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2
2024-02-06,"II śniadanie",Mandarynka,"70x g",70,31.5,0.42,0.42,,0.14,0.014,0.021,0.028,0.007,0.021,7.84,6.44,0,1.33,,14.7,11.2,0.077,0.014,,0.049,,0,21.56,0,0.14,0.14,,0.049,12.6,0.56,11.9,0.035,132.3,,0.84,21,0.21,0
2024-02-06,"II śniadanie",Banan,"95x g",95,92.15,0.95,0.95,0,0.285,0.114,0.0285,0.057,0.019,0.038,22.325,18.24,0,1.615,0,20.9,7.6,0.038,0.095,0.3515,0.342,,0,8.55,0,0.2565,0.475,0.475,0.171,19,2.66,31.35,0.095,375.25,0.988,0.95,5.7,0.38,0
2024-02-06,"II śniadanie",Marchew,"80x g",80,26.4,0.8,0.8,,0.16,0.032,0,0.096,0.016,0.08,6.96,4,,2.88,,25.6,1324.8,0.04,0.04,,0.12,,,2.72,,0.408,0.36,10.56,0.272,25.6,2.4,12.8,0.08,225.6,,65.6,28.8,0.4,0.168
2024-02-06,"II śniadanie",Mandarynka,"85x g",85,38.25,0.51,0.51,,0.17,0.017,0.0255,0.034,0.0085,0.0255,9.52,7.82,0,1.615,,17.85,13.6,0.0935,0.017,,0.0595,,0,26.18,0,0.17,0.17,,0.0595,15.3,0.68,14.45,0.0425,160.65,,1.02,25.5,0.255,0
2024-02-06,Obiad,"Kasza gryczana ekologiczna","60x g",60,214.2,3.72,7.56,0,1.86,0.36,,,,,44.4,0.12,,3.54,,,,,,,,,,,,,,,,,,,,,,,,,0.006
2024-02-06,Obiad,"Mięso z piersi kurczaka","220x g",220,217.8,47.3,0,47.3,2.86,0.66,0.66,0.66,,,0,0,127.6,0,,26.4,13.2,0.22,0.44,,1.32,,0.88,0,0,0.66,27.28,,1.1,528,0,72.6,0,847,,121,11,0.88,
2024-02-06,Obiad,"Rema 1000 Raps- og Olivenolje","3x g",3,24.84,0,,,2.76,0.228,1.83,0.78,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0
2024-02-06,Obiad,"Sweet &sour saus","90x g",90,81,0.54,,,0.09,,,,,,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-06,Obiad,"Papryka konserwowa","75x g",75,31.5,0.675,,,0.225,0.075,,,,,5.925,5.925,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-06,Przekąska,"Wasa Fiber Balance","3x porcja",30,98.7,3.9,,,1.5,0.3,,,,,12.6,0.6,,8.7,,,,,,,,,,,,,,,,,,,,,,,,,0.33
2024-02-06,Przekąska,"(moje) Kremgo Krydder","45x g",45,124.65,2.655,,,12.15,7.65,,,,,1.17,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45
2024-02-06,Przekąska,"Papryka konserwowa","45x g",45,18.9,0.405,,,0.135,0.045,,,,,3.555,3.555,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-06,Kolacja,"Tine mleko ekstra lett","270x g",270,99.9,9.45,,,1.35,0.81,,,,,12.15,12.15,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27
2024-02-13,Śniadanie,"Truskawki mrozone rema 1000","60x g",60,20.4,0.3,,,0.3,,,,,,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-13,Śniadanie,"Maliny mrożone","30x g",30,8.7,0.33,,,0.15,0,,,,,0.96,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003
2024-02-13,Śniadanie,"Blåbær (mrożone)","30x g",30,15.3,0.3,,,0.27,,,,,,2.25,2.25,,1.38,,,,,,,,,,,,,,,,,,,,,,,,,0
2024-02-13,Śniadanie,"Kirsebær uten sten","30x g",30,12.3,0.21,,,0,0,,,,,2.7,2.7,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,0
2024-02-13,Śniadanie,"Młyny Stoisław Płatki owsiane górskie ekstra 500 g","50x g",50,188,5.95,5.95,,3.6,0.65,0,0,,,31.2,0.45,0,3.45,,0,0,0,0,,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.005
2024-02-13,Śniadanie,"Yogurth Natural (tine)","200x g",200,138,8.2,,,6.8,4.6,,,,,11.2,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2
2024-02-13,"II śniadanie",Mandarynka,"150x g",150,67.5,0.9,0.9,,0.3,0.03,0.045,0.06,0.015,0.045,16.8,13.8,0,2.85,,31.5,24,0.165,0.03,,0.105,,0,46.2,0,0.3,0.3,,0.105,27,1.2,25.5,0.075,283.5,,1.8,45,0.45,0
2024-02-13,"II śniadanie",Marchew,"80x g",80,26.4,0.8,0.8,,0.16,0.032,0,0.096,0.016,0.08,6.96,4,,2.88,,25.6,1324.8,0.04,0.04,,0.12,,,2.72,,0.408,0.36,10.56,0.272,25.6,2.4,12.8,0.08,225.6,,65.6,28.8,0.4,0.168
2024-02-13,"II śniadanie",Brokuły,"200x g",200,62,6,6,,0.8,0.1,0.04,0.28,0.22,0.06,10.4,4.6,,5,,238,306,0.14,0.24,1,0.32,,0,166,0,2.6,1.2,203.2,0.8,132,30,46,0.06,770,5,14.4,96,1.8,0.04
2024-02-13,Obiad,"Mięso z piersi kurczaka","275x g",275,272.25,59.125,0,59.125,3.575,0.825,0.825,0.825,,,0,0,159.5,0,,33,16.5,0.275,0.55,,1.65,,1.1,0,0,0.825,34.1,,1.375,660,0,90.75,0,1058.75,,151.25,13.75,1.1,
2024-02-13,Obiad,"Rema 1000 Raps- og Olivenolje","5x g",5,41.4,0,,,4.6,0.38,3.05,1.3,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0
2024-02-13,Obiad,Fullkornstortillas,"60x g",60,176.4,5.88,,,3.54,0.54,,,,,28.2,0.96,,3.84,,,,,,,,,,,,,,,,,,,,,,,,,0.504
2024-02-13,Obiad,"Sweet &sour saus","85x g",85,76.5,0.51,,,0.085,,,,,,17.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-13,Kolacja,"Wasa Fiber Balance","3x porcja",30,98.7,3.9,,,1.5,0.3,,,,,12.6,0.6,,8.7,,,,,,,,,,,,,,,,,,,,,,,,,0.33
2024-02-13,Kolacja,"Mager Cottage cheese","180x g",180,142.2,23.4,,,3.6,2.34,,,,,3.78,3.78,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.72
2024-02-14,Śniadanie,"Truskawki mrozone rema 1000","60x g",60,20.4,0.3,,,0.3,,,,,,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-14,Śniadanie,"Maliny mrożone","30x g",30,8.7,0.33,,,0.15,0,,,,,0.96,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003
2024-02-14,Śniadanie,"Blåbær (mrożone)","30x g",30,15.3,0.3,,,0.27,,,,,,2.25,2.25,,1.38,,,,,,,,,,,,,,,,,,,,,,,,,0
2024-02-14,Śniadanie,"Kirsebær uten sten","30x g",30,12.3,0.21,,,0,0,,,,,2.7,2.7,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,0
2024-02-14,Śniadanie,"Yogurth Natural (tine)","200x g",200,138,8.2,,,6.8,4.6,,,,,11.2,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2
2024-02-14,Śniadanie,"Płatki owsiane","50x g",50,170,5.5,,,1.75,0.3,,,,,30,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005
2024-02-14,"II śniadanie",Mandarynka,"150x g",150,67.5,0.9,0.9,,0.3,0.03,0.045,0.06,0.015,0.045,16.8,13.8,0,2.85,,31.5,24,0.165,0.03,,0.105,,0,46.2,0,0.3,0.3,,0.105,27,1.2,25.5,0.075,283.5,,1.8,45,0.45,0
2024-02-14,"II śniadanie",Marchew,"80x g",80,26.4,0.8,0.8,,0.16,0.032,0,0.096,0.016,0.08,6.96,4,,2.88,,25.6,1324.8,0.04,0.04,,0.12,,,2.72,,0.408,0.36,10.56,0.272,25.6,2.4,12.8,0.08,225.6,,65.6,28.8,0.4,0.168
2024-02-14,"II śniadanie",Brokuły,"200x g",200,62,6,6,,0.8,0.1,0.04,0.28,0.22,0.06,10.4,4.6,,5,,238,306,0.14,0.24,1,0.32,,0,166,0,2.6,1.2,203.2,0.8,132,30,46,0.06,770,5,14.4,96,1.8,0.04
2024-02-14,Obiad,"Rema 1000 Raps- og Olivenolje","5x g",5,41.4,0,,,4.6,0.38,3.05,1.3,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0
2024-02-14,Obiad,"Mięso z piersi kurczaka","200x g",200,198,43,0,43,2.6,0.6,0.6,0.6,,,0,0,116,0,,24,12,0.2,0.4,,1.2,,0.8,0,0,0.6,24.8,,1,480,0,66,0,770,,110,10,0.8,
2024-02-14,Obiad,Fullkornstortillas,"60x g",60,176.4,5.88,,,3.54,0.54,,,,,28.2,0.96,,3.84,,,,,,,,,,,,,,,,,,,,,,,,,0.504
2024-02-14,Obiad,"Sweet &sour saus","90x g",90,81,0.54,,,0.09,,,,,,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-14,Kolacja,"Wasa Fiber Balance","2x porcja",20,65.8,2.6,,,1,0.2,,,,,8.4,0.4,,5.8,,,,,,,,,,,,,,,,,,,,,,,,,0.22
2024-02-14,Kolacja,"Mager Cottage cheese","120x g",120,94.8,15.6,,,2.4,1.56,,,,,2.52,2.52,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.48
2024-02-14,Kolacja,"Tine mleko ekstra lett","270x g",270,99.9,9.45,,,1.35,0.81,,,,,12.15,12.15,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27
2024-02-15,Śniadanie,"Truskawki mrozone rema 1000","60x g",60,20.4,0.3,,,0.3,,,,,,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,Śniadanie,"Maliny mrożone","30x g",30,8.7,0.33,,,0.15,0,,,,,0.96,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003
2024-02-15,Śniadanie,"Blåbær (mrożone)","30x g",30,15.3,0.3,,,0.27,,,,,,2.25,2.25,,1.38,,,,,,,,,,,,,,,,,,,,,,,,,0
2024-02-15,Śniadanie,"Kirsebær uten sten","30x g",30,12.3,0.21,,,0,0,,,,,2.7,2.7,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,0
2024-02-15,Śniadanie,"Yogurth Natural (tine)","200x g",200,138,8.2,,,6.8,4.6,,,,,11.2,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2
2024-02-15,Śniadanie,"Płatki owsiane","50x g",50,170,5.5,,,1.75,0.3,,,,,30,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005
2024-02-15,"II śniadanie",Brokuły,"220x g",220,68.2,6.6,6.6,,0.88,0.11,0.044,0.308,0.242,0.066,11.44,5.06,,5.5,,261.8,336.6,0.154,0.264,1.1,0.352,,0,182.6,0,2.86,1.32,223.52,0.88,145.2,33,50.6,0.066,847,5.5,15.84,105.6,1.98,0.044
2024-02-15,"II śniadanie",Banan,"75x g",75,72.75,0.75,0.75,0,0.225,0.09,0.0225,0.045,0.015,0.03,17.625,14.4,0,1.275,0,16.5,6,0.03,0.075,0.2775,0.27,,0,6.75,0,0.2025,0.375,0.375,0.135,15,2.1,24.75,0.075,296.25,0.78,0.75,4.5,0.3,0
2024-02-15,"II śniadanie",Mandarynka,"70x g",70,31.5,0.42,0.42,,0.14,0.014,0.021,0.028,0.007,0.021,7.84,6.44,0,1.33,,14.7,11.2,0.077,0.014,,0.049,,0,21.56,0,0.14,0.14,,0.049,12.6,0.56,11.9,0.035,132.3,,0.84,21,0.21,0
2024-02-15,Obiad,"Mięso z piersi kurczaka","300x g",300,297,64.5,0,64.5,3.9,0.9,0.9,0.9,,,0,0,174,0,,36,18,0.3,0.6,,1.8,,1.2,0,0,0.9,37.2,,1.5,720,0,99,0,1155,,165,15,1.2,
2024-02-15,Obiad,"Rema 1000 Raps- og Olivenolje","4x g",4,33.12,0,,,3.68,0.304,2.44,1.04,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0
2024-02-15,Obiad,Fullkornstortillas,"60x g",60,176.4,5.88,,,3.54,0.54,,,,,28.2,0.96,,3.84,,,,,,,,,,,,,,,,,,,,,,,,,0.504
2024-02-15,Obiad,"Sos bens","90x g",90,63,0.45,,,0.45,0.09,,,,,14.4,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36
2024-02-17,Śniadanie,"Truskawki mrozone rema 1000","60x g",60,20.4,0.3,,,0.3,,,,,,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-17,Śniadanie,"Maliny mrożone","30x g",30,8.7,0.33,,,0.15,0,,,,,0.96,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003
2024-02-17,Śniadanie,"Blåbær (mrożone)","30x g",30,15.3,0.3,,,0.27,,,,,,2.25,2.25,,1.38,,,,,,,,,,,,,,,,,,,,,,,,,0
2024-02-17,Śniadanie,"Kirsebær uten sten","30x g",30,12.3,0.21,,,0,0,,,,,2.7,2.7,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,0
2024-02-17,Śniadanie,"Yogurth Natural (tine)","200x g",200,138,8.2,,,6.8,4.6,,,,,11.2,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2
2024-02-17,Śniadanie,"Płatki owsiane","50x g",50,170,5.5,,,1.75,0.3,,,,,30,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005
2024-02-17,"II śniadanie",Mandarynka,"140x g",140,63,0.84,0.84,,0.28,0.028,0.042,0.056,0.014,0.042,15.68,12.88,0,2.66,,29.4,22.4,0.154,0.028,,0.098,,0,43.12,0,0.28,0.28,,0.098,25.2,1.12,23.8,0.07,264.6,,1.68,42,0.42,0
2024-02-17,"II śniadanie",Banan,"160x g",160,155.2,1.6,1.6,0,0.48,0.192,0.048,0.096,0.032,0.064,37.6,30.72,0,2.72,0,35.2,12.8,0.064,0.16,0.592,0.576,,0,14.4,0,0.432,0.8,0.8,0.288,32,4.48,52.8,0.16,632,1.664,1.6,9.6,0.64,0
2024-02-17,Obiad,"Mięso z piersi kurczaka","260x g",260,257.4,55.9,0,55.9,3.38,0.78,0.78,0.78,,,0,0,150.8,0,,31.2,15.6,0.26,0.52,,1.56,,1.04,0,0,0.78,32.24,,1.3,624,0,85.8,0,1001,,143,13,1.04,
2024-02-17,Obiad,Fullkornstortillas,"60x g",60,176.4,5.88,,,3.54,0.54,,,,,28.2,0.96,,3.84,,,,,,,,,,,,,,,,,,,,,,,,,0.504
2024-02-17,Obiad,"Sos bens","105x g",105,73.5,0.525,,,0.525,0.105,,,,,16.8,13.65,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42
2024-02-17,Przekąska,"Wasa Fiber Balance","4x porcja",40,131.6,5.2,,,2,0.4,,,,,16.8,0.8,,11.6,,,,,,,,,,,,,,,,,,,,,,,,,0.44
2024-02-17,Przekąska,"Mager Cottage cheese","240x g",240,189.6,31.2,,,4.8,3.12,,,,,5.04,5.04,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.96
2024-02-17,Kolacja,"Tine mleko ekstra lett","250x g",250,92.5,8.75,,,1.25,0.75,,,,,11.25,11.25,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25
2024-02-22,Śniadanie,"Truskawki mrozone rema 1000","60x g",60,20.4,0.3,,,0.3,,,,,,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-22,Śniadanie,"Maliny mrożone","30x g",30,8.7,0.33,,,0.15,0,,,,,0.96,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003
2024-02-22,Śniadanie,"Blåbær (mrożone)","30x g",30,15.3,0.3,,,0.27,,,,,,2.25,2.25,,1.38,,,,,,,,,,,,,,,,,,,,,,,,,0
2024-02-22,Śniadanie,"Kirsebær uten sten","30x g",30,12.3,0.21,,,0,0,,,,,2.7,2.7,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,0
2024-02-22,Śniadanie,"Yogurth Natural (tine)","200x g",200,138,8.2,,,6.8,4.6,,,,,11.2,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2
2024-02-22,Śniadanie,"Płatki owsiane","50x g",50,170,5.5,,,1.75,0.3,,,,,30,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005
2024-02-22,"II śniadanie",Marchew,"130x g",130,42.9,1.3,1.3,,0.26,0.052,0,0.156,0.026,0.13,11.31,6.5,,4.68,,41.6,2152.8,0.065,0.065,,0.195,,,4.42,,0.663,0.585,17.16,0.442,41.6,3.9,20.8,0.13,366.6,,106.6,46.8,0.65,0.273
2024-02-22,"II śniadanie",Brokuły,"150x g",150,46.5,4.5,4.5,,0.6,0.075,0.03,0.21,0.165,0.045,7.8,3.45,,3.75,,178.5,229.5,0.105,0.18,0.75,0.24,,0,124.5,0,1.95,0.9,152.4,0.6,99,22.5,34.5,0.045,577.5,3.75,10.8,72,1.35,0.03
2024-02-22,"II śniadanie",Banan,"130x g",130,126.1,1.3,1.3,0,0.39,0.156,0.039,0.078,0.026,0.052,30.55,24.96,0,2.21,0,28.6,10.4,0.052,0.13,0.481,0.468,,0,11.7,0,0.351,0.65,0.65,0.234,26,3.64,42.9,0.13,513.5,1.352,1.3,7.8,0.52,0
2024-02-22,"II śniadanie",Mandarynka,"70x g",70,31.5,0.42,0.42,,0.14,0.014,0.021,0.028,0.007,0.021,7.84,6.44,0,1.33,,14.7,11.2,0.077,0.014,,0.049,,0,21.56,0,0.14,0.14,,0.049,12.6,0.56,11.9,0.035,132.3,,0.84,21,0.21,0
2024-02-22,Obiad,"Mięso z piersi kurczaka","220x g",220,217.8,47.3,0,47.3,2.86,0.66,0.66,0.66,,,0,0,127.6,0,,26.4,13.2,0.22,0.44,,1.32,,0.88,0,0,0.66,27.28,,1.1,528,0,72.6,0,847,,121,11,0.88,
2024-02-22,Obiad,"Rema 1000 Raps- og Olivenolje","5x g",5,41.4,0,,,4.6,0.38,3.05,1.3,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0
2024-02-22,Obiad,"Kasza gryczana ekologiczna","60x g",60,214.2,3.72,7.56,0,1.86,0.36,,,,,44.4,0.12,,3.54,,,,,,,,,,,,,,,,,,,,,,,,,0.006
2024-02-22,Obiad,"Polan Cucumbers in Brine Pasteurized 860g","150x g",150,18,1.5,,,0.15,,,,,,2.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5
2024-02-22,Obiad,"Sos teriyaki","22x g",22,26.62,0.55,,,0.11,0.022,,,,,6.16,5.94,,,,,,,,,,,,,,,,,,,,,,,,,,,2.662
2024-02-22,Kolacja,"Wasa Fiber Balance","3x porcja",30,98.7,3.9,,,1.5,0.3,,,,,12.6,0.6,,8.7,,,,,,,,,,,,,,,,,,,,,,,,,0.33
2024-02-22,Kolacja,"Mager Cottage cheese","180x g",180,142.2,23.4,,,3.6,2.34,,,,,3.78,3.78,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.72
2024-02-22,Kolacja,"Polan Cucumbers in Brine Pasteurized 860g","50x g",50,6,0.5,,,0.05,,,,,,0.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5
2024-02-22,Kolacja,"Tine mleko ekstra lett","300x g",300,111,10.5,,,1.5,0.9,,,,,13.5,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3
