Data,Posiłek,"Produkty i potrawy","Miara użyteczna","ilość (g)","kalorie (kcal)","Białka (g)","Zwierzęce (g)","Roślinne (g)","Tłuszcze (g)","Nasycone (g)","Jednonienasycone (g)","Wielonienasycone (g)","Kwas omega 3 (g)","Kwas omega 6 (g)","Węglowodany (g)","Cukry (g)","Cholesterol (mg)","Błonnik (g)","Kofeina (mg)","Kwas foliowy (ug)","Witamina A (ug)","Witamina B1 (mg)","Witamina B2 (mg)","Witamina B5 (mg)","Witamina B6 (mg)","Biotyna (ug)","Witamina B12 (ug)","Witamina C (mg)","Witamina D (ug)","Witamina E (mg)","Witamina PP (mg)","Witamina K (ug)","Cynk (mg)","Fosfor (mg)","Jod (ug)","Magnez (mg)","Miedź (mg)","Potas (mg)","Selen (ug)","Sód (mg)","Wapń (mg)","Żelazo (mg)","Sól (g)"
2024-04-15,Obiad,"Oliwa z oliwek","4x g",4,35.88,0,,,3.984,0.5944,2.8048,0.4244,0.0332,0.3912,0.008,0,0,0,,,,,,,,,,0,,0.478,,,0.0024,0.04,0.2,0,0.0028,,,0.04,0,0.016,0
2024-04-15,Przekąska,"Śledź atlantycki bismarck w zalewie octowej","60x g",60,79.2,7.08,,,5.28,1.08,,,,,0.9,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,1.98
2024-04-15,Przekąska,"Wasa Fiber Balance","3x porcja",30,98.7,3.9,,,1.5,0.3,,,,,12.6,0.6,,8.7,,,,,,,,,,,,,,,,,,,,,,,,,0.33
2024-04-15,Przekąska,"Chocolate chip cookies","60x g",60,292.8,3.36,,,13.8,6,,,,,37.8,20.4,,1.92,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-15,Kolacja,"Wasa Fiber Balance","3x porcja",30,98.7,3.9,,,1.5,0.3,,,,,12.6,0.6,,8.7,,,,,,,,,,,,,,,,,,,,,,,,,0.33
2024-04-15,Kolacja,"Mager Cottage cheese","190x g",190,150.1,24.7,,,3.8,2.47,,,,,3.99,3.99,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.76
2024-04-15,Kolacja,"Papryka konserwowa","70x g",70,29.4,0.63,,,0.21,0.07,,,,,5.53,5.53,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-15,Kolacja,"Tine mleko ekstra lett","250x g",250,92.5,8.75,,,1.25,0.75,,,,,11.25,11.25,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25
2024-04-17,Śniadanie,"Płatki owsiane","50x g",50,170,5.5,,,1.75,0.3,,,,,30,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005
2024-04-17,Śniadanie,"Yogurth Natural (tine)","200x g",200,138,8.2,,,6.8,4.6,,,,,11.2,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2
2024-04-17,Śniadanie,"Truskawki mrozone rema 1000","60x g",60,20.4,0.3,,,0.3,,,,,,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-17,Śniadanie,"Maliny mrożone","30x g",30,8.7,0.33,,,0.15,0,,,,,0.96,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003
2024-04-17,Śniadanie,"Kirsebær uten sten","30x g",30,12.3,0.21,,,0,0,,,,,2.7,2.7,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,0
2024-04-17,Śniadanie,"Blåbar freskfryset","30x g",30,15.3,0.3,,,0.27,,,,,,2.25,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-17,"II śniadanie",Mandarynka,"70x g",70,31.5,0.42,0.42,,0.14,0.014,0.021,0.028,0.007,0.021,7.84,6.44,0,1.33,,14.7,11.2,0.077,0.014,,0.049,,0,21.56,0,0.14,0.14,,0.049,12.6,0.56,11.9,0.035,132.3,,0.84,21,0.21,0
2024-04-17,"II śniadanie",Marchew,"80x g",80,26.4,0.8,0.8,,0.16,0.032,0,0.096,0.016,0.08,6.96,4,,2.88,,25.6,1324.8,0.04,0.04,,0.12,,,2.72,,0.408,0.36,10.56,0.272,25.6,2.4,12.8,0.08,225.6,,65.6,28.8,0.4,0.168
2024-04-17,"II śniadanie",Brukselka,"150x g",150,64.5,5.7,,,0.75,,,,,,6.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-17,"II śniadanie",Banan,"95x g",95,92.15,0.95,0.95,0,0.285,0.114,0.0285,0.057,0.019,0.038,22.325,18.24,0,1.615,0,20.9,7.6,0.038,0.095,0.3515,0.342,,0,8.55,0,0.2565,0.475,0.475,0.171,19,2.66,31.35,0.095,375.25,0.988,0.95,5.7,0.38,0
2024-04-17,"II śniadanie","Whey salted carmel","23x g",23,88.32,16.859,,,1.61,1.035,,,,,1.633,1.219,,,,,,,,,,,,,,,,,,,,,,,,,,,0.552
2024-04-17,"II śniadanie","Tine mleko ekstra lett","250x g",250,92.5,8.75,,,1.25,0.75,,,,,11.25,11.25,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25
2024-04-17,Obiad,"Mięso z piersi kurczaka","220x g",220,217.8,47.3,0,47.3,2.86,0.66,0.66,0.66,,,0,0,127.6,0,,26.4,13.2,0.22,0.44,,1.32,,0.88,0,0,0.66,27.28,,1.1,528,0,72.6,0,847,,121,11,0.88,
2024-04-17,Obiad,"Rema 1000 Raps- og Olivenolje","5x g",5,41.4,0,,,4.6,0.38,3.05,1.3,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0
2024-04-17,Obiad,"Kasza gryczana prażoną kupiec","50x g",50,183.5,6.3,,,1.55,0.3,,,,0,34.65,0.35,,2.95,,,,,,,,,,,,,,,,,,,,,,,,,0.005
2024-04-17,Obiad,"Kapusta kiszona","150x g",150,30,1.65,,,0.3,,,,,,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-18,Śniadanie,"Płatki owsiane","50x g",50,170,5.5,,,1.75,0.3,,,,,30,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005
2024-04-18,Śniadanie,"Yogurth Natural (tine)","200x g",200,138,8.2,,,6.8,4.6,,,,,11.2,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2
2024-04-18,Śniadanie,"Truskawki mrozone rema 1000","60x g",60,20.4,0.3,,,0.3,,,,,,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-18,Śniadanie,"Maliny mrożone","30x g",30,8.7,0.33,,,0.15,0,,,,,0.96,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003
2024-04-18,Śniadanie,"Kirsebær uten sten","30x g",30,12.3,0.21,,,0,0,,,,,2.7,2.7,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,0
2024-04-18,Śniadanie,"Blåbar freskfryset","30x g",30,15.3,0.3,,,0.27,,,,,,2.25,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-18,"II śniadanie",Marchew,"130x g",130,42.9,1.3,1.3,,0.26,0.052,0,0.156,0.026,0.13,11.31,6.5,,4.68,,41.6,2152.8,0.065,0.065,,0.195,,,4.42,,0.663,0.585,17.16,0.442,41.6,3.9,20.8,0.13,366.6,,106.6,46.8,0.65,0.273
2024-04-18,"II śniadanie",Śliwki,"90x g",90,44.1,0.54,0.54,0,0.27,0.036,0.009,0.09,0.027,0.063,10.53,7.92,0,1.44,,2.7,44.1,0.054,0.036,,0.045,,0,4.68,0,0.774,0.441,5.76,0.099,18,1.26,7.2,0.099,187.2,,1.8,14.4,0.45,0.009
2024-04-18,Obiad,"Mięso z piersi kurczaka","190x g",190,188.1,40.85,0,40.85,2.47,0.57,0.57,0.57,,,0,0,110.2,0,,22.8,11.4,0.19,0.38,,1.14,,0.76,0,0,0.57,23.56,,0.95,456,0,62.7,0,731.5,,104.5,9.5,0.76,
2024-04-18,Obiad,"Rema 1000 Raps- og Olivenolje","5x g",5,41.4,0,,,4.6,0.38,3.05,1.3,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0
2024-04-18,Obiad,"Kasza gryczana prażoną kupiec","50x g",50,183.5,6.3,,,1.55,0.3,,,,0,34.65,0.35,,2.95,,,,,,,,,,,,,,,,,,,,,,,,,0.005
2024-04-18,Obiad,"Kapusta kiszona","150x g",150,30,1.65,,,0.3,,,,,,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-18,Przekąska,"Chocolate chip cookies","1x opakowanie",225,1098,12.6,,,51.75,22.5,,,,,141.75,76.5,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-18,Kolacja,"Wasa Fiber Balance","2x porcja",20,65.8,2.6,,,1,0.2,,,,,8.4,0.4,,5.8,,,,,,,,,,,,,,,,,,,,,,,,,0.22
2024-04-18,Kolacja,"Mager Cottage cheese","120x g",120,94.8,15.6,,,2.4,1.56,,,,,2.52,2.52,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.48
2024-04-18,Kolacja,"Papryka konserwowa","45x g",45,18.9,0.405,,,0.135,0.045,,,,,3.555,3.555,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-18,Kolacja,"Tine mleko ekstra lett","200x g",200,74,7,,,1,0.6,,,,,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2
2024-04-19,Śniadanie,"Płatki owsiane","50x g",50,170,5.5,,,1.75,0.3,,,,,30,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005
2024-04-19,Śniadanie,"Yogurth Natural (tine)","200x g",200,138,8.2,,,6.8,4.6,,,,,11.2,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2
2024-04-19,Śniadanie,"Truskawki mrozone rema 1000","60x g",60,20.4,0.3,,,0.3,,,,,,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-19,Śniadanie,"Maliny mrożone","30x g",30,8.7,0.33,,,0.15,0,,,,,0.96,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003
2024-04-19,Śniadanie,"Kirsebær uten sten","30x g",30,12.3,0.21,,,0,0,,,,,2.7,2.7,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,0
2024-04-19,Śniadanie,"Blåbar freskfryset","30x g",30,15.3,0.3,,,0.27,,,,,,2.25,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-19,"II śniadanie",Banan,"95x g",95,92.15,0.95,0.95,0,0.285,0.114,0.0285,0.057,0.019,0.038,22.325,18.24,0,1.615,0,20.9,7.6,0.038,0.095,0.3515,0.342,,0,8.55,0,0.2565,0.475,0.475,0.171,19,2.66,31.35,0.095,375.25,0.988,0.95,5.7,0.38,0
2024-04-19,"II śniadanie",Mandarynka,"75x g",75,33.75,0.45,0.45,,0.15,0.015,0.0225,0.03,0.0075,0.0225,8.4,6.9,0,1.425,,15.75,12,0.0825,0.015,,0.0525,,0,23.1,0,0.15,0.15,,0.0525,13.5,0.6,12.75,0.0375,141.75,,0.9,22.5,0.225,0
2024-04-19,"II śniadanie",Śliwki,"90x g",90,44.1,0.54,0.54,0,0.27,0.036,0.009,0.09,0.027,0.063,10.53,7.92,0,1.44,,2.7,44.1,0.054,0.036,,0.045,,0,4.68,0,0.774,0.441,5.76,0.099,18,1.26,7.2,0.099,187.2,,1.8,14.4,0.45,0.009
2024-04-19,"II śniadanie",Mandarynka,"150x g",150,67.5,0.9,0.9,,0.3,0.03,0.045,0.06,0.015,0.045,16.8,13.8,0,2.85,,31.5,24,0.165,0.03,,0.105,,0,46.2,0,0.3,0.3,,0.105,27,1.2,25.5,0.075,283.5,,1.8,45,0.45,0
2024-04-19,"II śniadanie",Mandarynka,"75x g",75,33.75,0.45,0.45,,0.15,0.015,0.0225,0.03,0.0075,0.0225,8.4,6.9,0,1.425,,15.75,12,0.0825,0.015,,0.0525,,0,23.1,0,0.15,0.15,,0.0525,13.5,0.6,12.75,0.0375,141.75,,0.9,22.5,0.225,0
2024-04-19,"II śniadanie",Mandarynka,"75x g",75,33.75,0.45,0.45,,0.15,0.015,0.0225,0.03,0.0075,0.0225,8.4,6.9,0,1.425,,15.75,12,0.0825,0.015,,0.0525,,0,23.1,0,0.15,0.15,,0.0525,13.5,0.6,12.75,0.0375,141.75,,0.9,22.5,0.225,0
2024-04-19,Obiad,"Mięso z piersi kurczaka","320x g",320,316.8,68.8,0,68.8,4.16,0.96,0.96,0.96,,,0,0,185.6,0,,38.4,19.2,0.32,0.64,,1.92,,1.28,0,0,0.96,39.68,,1.6,768,0,105.6,0,1232,,176,16,1.28,
2024-04-19,Obiad,"Rema 1000 Raps- og Olivenolje","5x g",5,41.4,0,,,4.6,0.38,3.05,1.3,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0
2024-04-19,Obiad,"Kasza gryczana prażoną kupiec","50x g",50,183.5,6.3,,,1.55,0.3,,,,0,34.65,0.35,,2.95,,,,,,,,,,,,,,,,,,,,,,,,,0.005
2024-04-19,Obiad,"Kapusta kiszona","150x g",150,30,1.65,,,0.3,,,,,,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-19,Kolacja,"Wasa Fiber Balance","3x porcja",30,98.7,3.9,,,1.5,0.3,,,,,12.6,0.6,,8.7,,,,,,,,,,,,,,,,,,,,,,,,,0.33
2024-04-19,Kolacja,"Papryka konserwowa","105x g",105,44.1,0.945,,,0.315,0.105,,,,,8.295,8.295,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-19,Kolacja,"Mager Cottage cheese","200x g",200,158,26,,,4,2.6,,,,,4.2,4.2,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.8
2024-04-19,Kolacja,"Tine mleko ekstra lett","300x g",300,111,10.5,,,1.5,0.9,,,,,13.5,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3
2024-04-20,Śniadanie,"Płatki owsiane","50x g",50,170,5.5,,,1.75,0.3,,,,,30,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005
2024-04-20,Śniadanie,"Yogurth Natural (tine)","200x g",200,138,8.2,,,6.8,4.6,,,,,11.2,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2
2024-04-20,Śniadanie,"Truskawki mrozone rema 1000","60x g",60,20.4,0.3,,,0.3,,,,,,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-20,Śniadanie,"Maliny mrożone","30x g",30,8.7,0.33,,,0.15,0,,,,,0.96,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003
2024-04-20,Śniadanie,"Kirsebær uten sten","30x g",30,12.3,0.21,,,0,0,,,,,2.7,2.7,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,0
2024-04-20,Śniadanie,"Blåbar freskfryset","30x g",30,15.3,0.3,,,0.27,,,,,,2.25,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-20,"II śniadanie",Banan,"95x g",95,92.15,0.95,0.95,0,0.285,0.114,0.0285,0.057,0.019,0.038,22.325,18.24,0,1.615,0,20.9,7.6,0.038,0.095,0.3515,0.342,,0,8.55,0,0.2565,0.475,0.475,0.171,19,2.66,31.35,0.095,375.25,0.988,0.95,5.7,0.38,0
2024-04-20,"II śniadanie",Śliwki,"90x g",90,44.1,0.54,0.54,0,0.27,0.036,0.009,0.09,0.027,0.063,10.53,7.92,0,1.44,,2.7,44.1,0.054,0.036,,0.045,,0,4.68,0,0.774,0.441,5.76,0.099,18,1.26,7.2,0.099,187.2,,1.8,14.4,0.45,0.009
2024-04-20,"II śniadanie",Marchew,"70x g",70,23.1,0.7,0.7,,0.14,0.028,0,0.084,0.014,0.07,6.09,3.5,,2.52,,22.4,1159.2,0.035,0.035,,0.105,,,2.38,,0.357,0.315,9.24,0.238,22.4,2.1,11.2,0.07,197.4,,57.4,25.2,0.35,0.147
2024-04-20,"II śniadanie",Mandarynka,"75x g",75,33.75,0.45,0.45,,0.15,0.015,0.0225,0.03,0.0075,0.0225,8.4,6.9,0,1.425,,15.75,12,0.0825,0.015,,0.0525,,0,23.1,0,0.15,0.15,,0.0525,13.5,0.6,12.75,0.0375,141.75,,0.9,22.5,0.225,0
