Data,Posiłek,"Produkty i potrawy","Miara użyteczna","ilość (g)","kalorie (kcal)","Białka (g)","Zwierzęce (g)","Roślinne (g)","Tłuszcze (g)","Nasycone (g)","Jednonienasycone (g)","Wielonienasycone (g)","Kwas omega 3 (g)","Kwas omega 6 (g)","Węglowodany (g)","Cukry (g)","Cholesterol (mg)","Błonnik (g)","Kofeina (mg)","Kwas foliowy (ug)","Witamina A (ug)","Witamina B1 (mg)","Witamina B2 (mg)","Witamina B5 (mg)","Witamina B6 (mg)","Biotyna (ug)","Witamina B12 (ug)","Witamina C (mg)","Witamina D (ug)","Witamina E (mg)","Witamina PP (mg)","Witamina K (ug)","Cynk (mg)","Fosfor (mg)","Jod (ug)","Magnez (mg)","Miedź (mg)","Potas (mg)","Selen (ug)","Sód (mg)","Wapń (mg)","Żelazo (mg)","Sól (g)"
2024-12-01,Śniadanie,"Truskawki mrozone rema 1000","60x g",60,20.4,0.3,,,0.3,,,,,,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-01,Śniadanie,"Kirsebær uten sten","30x g",30,12.3,0.21,,,0,0,,,,,2.7,2.7,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,0
2024-12-01,Śniadanie,"Maliny mrożone","30x g",30,8.7,0.33,,,0.15,0,,,,,0.96,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003
2024-12-01,Śniadanie,"Blåbar freskfryset","30x g",30,15.3,0.3,,,0.27,,,,,,2.25,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-01,Śniadanie,"Melvit Platki Owsiane Gorskie","50x g",50,187,6.5,6.5,,3.35,0.6,0,0,0,0,30.5,0.8,0,4.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01
2024-12-01,Śniadanie,"Yogurth Natural (tine)","200x g",200,138,8.2,,,6.8,4.6,,,,,11.2,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2
2024-12-01,"II śniadanie",Marchew,"120x g",120,39.6,1.2,1.2,,0.24,0.048,0,0.144,0.024,0.12,10.44,6,,4.32,,38.4,1987.2,0.06,0.06,,0.18,,,4.08,,0.612,0.54,15.84,0.408,38.4,3.6,19.2,0.12,338.4,,98.4,43.2,0.6,0.252
2024-12-01,"II śniadanie",Mandarynka,"75x g",75,33.75,0.45,0.45,,0.15,0.015,0.0225,0.03,0.0075,0.0225,8.4,6.9,0,1.425,,15.75,12,0.0825,0.015,,0.0525,,0,23.1,0,0.15,0.15,,0.0525,13.5,0.6,12.75,0.0375,141.75,,0.9,22.5,0.225,0
2024-12-01,"II śniadanie",Mandarynka,"85x g",85,38.25,0.51,0.51,,0.17,0.017,0.0255,0.034,0.0085,0.0255,9.52,7.82,0,1.615,,17.85,13.6,0.0935,0.017,,0.0595,,0,26.18,0,0.17,0.17,,0.0595,15.3,0.68,14.45,0.0425,160.65,,1.02,25.5,0.255,0
2024-12-01,"II śniadanie",Mandarynka,"75x g",75,33.75,0.45,0.45,,0.15,0.015,0.0225,0.03,0.0075,0.0225,8.4,6.9,0,1.425,,15.75,12,0.0825,0.015,,0.0525,,0,23.1,0,0.15,0.15,,0.0525,13.5,0.6,12.75,0.0375,141.75,,0.9,22.5,0.225,0
