Data,Posiłek,"Produkty i potrawy","Miara użyteczna","ilość (g)","kalorie (kcal)","Białka (g)","Zwierzęce (g)","Roślinne (g)","Tłuszcze (g)","Nasycone (g)","Jednonienasycone (g)","Wielonienasycone (g)","Kwas omega 3 (g)","Kwas omega 6 (g)","Węglowodany (g)","Cukry (g)","Cholesterol (mg)","Błonnik (g)","Kofeina (mg)","Kwas foliowy (ug)","Witamina A (ug)","Witamina B1 (mg)","Witamina B2 (mg)","Witamina B5 (mg)","Witamina B6 (mg)","Biotyna (ug)","Witamina B12 (ug)","Witamina C (mg)","Witamina D (ug)","Witamina E (mg)","Witamina PP (mg)","Witamina K (ug)","Cynk (mg)","Fosfor (mg)","Jod (ug)","Magnez (mg)","Miedź (mg)","Potas (mg)","Selen (ug)","Sód (mg)","Wapń (mg)","Żelazo (mg)","Sól (g)"
2024-11-04,Śniadanie,"Płatki owsiane górskie","50x g",50,181.5,6.5,,,2.85,0.6,,,,,30,0.9,,5,,,,,,,,,,,,,,,,,,,,,,4,,,0.01
2024-11-04,Śniadanie,"Frokost youhurt melon pasjon","200x g",200,146,9.2,,,5.4,3.6,,,,,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-04,"II śniadanie",Marchew,"200x g",200,66,2,2,,0.4,0.08,0,0.24,0.04,0.2,17.4,10,,7.2,,64,3312,0.1,0.1,,0.3,,,6.8,,1.02,0.9,26.4,0.68,64,6,32,0.2,564,,164,72,1,0.42
2024-11-04,"II śniadanie",Banan,"140x g",140,135.8,1.4,1.4,0,0.42,0.168,0.042,0.084,0.028,0.056,30.52,26.88,0,2.38,0,30.8,11.2,0.056,0.14,0.518,0.504,,0,12.6,0,0.378,0.7,0.7,0.252,28,3.92,46.2,0.14,553,1.456,1.4,8.4,0.56,0
2024-11-04,Obiad,"Oliwa z oliwek","3x g",3,26.91,0,,,2.988,0.4458,2.1036,0.3183,0.0249,0.2934,0.006,0,0,0,,,,,,,,,,0,,0.3585,,,0.0018,0.03,0.15,0,0.0021,,,0.03,0,0.012,0
2024-11-04,Obiad,"Mięso z piersi kurczaka","120x g",120,118.8,25.8,0,25.8,1.56,0.36,0.36,0.36,,,0,0,69.6,0,,14.4,7.2,0.12,0.24,,0.72,,0.48,0,0,0.36,14.88,,0.6,288,0,39.6,0,462,,66,6,0.48,
2024-11-04,Obiad,"Kupiec Kasza Gryczana Prazona","30x g",30,103.2,3.9,3.78,,0.96,0.18,,,,0,19.2,0.24,,1.8,,,,,,,,,,,,,,,,,,,,,,0,,,0.012
2024-11-04,Obiad,"Synnøve lett odt","16x g",16,41.6,4.64,,,2.56,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.192
2024-11-04,Obiad,"Kapusta kiszona","150x g",150,30,1.65,,,0.3,,,,,,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05,Śniadanie,"Truskawki mrozone rema 1000","60x g",60,20.4,0.3,,,0.3,,,,,,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05,Śniadanie,"Kirsebær uten sten","30x g",30,12.3,0.21,,,0,0,,,,,2.7,2.7,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,0
2024-11-05,Śniadanie,"Maliny mrożone","30x g",30,8.7,0.33,,,0.15,0,,,,,0.96,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003
2024-11-05,Śniadanie,"Blåbar freskfryset","30x g",30,15.3,0.3,,,0.27,,,,,,2.25,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05,Śniadanie,"Płatki owsiane górskie","50x g",50,181.5,6.5,,,2.85,0.6,,,,,30,0.9,,5,,,,,,,,,,,,,,,,,,,,,,4,,,0.01
2024-11-05,Śniadanie,"Frokost youhurt melon pasjon","200x g",200,146,9.2,,,5.4,3.6,,,,,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05,"II śniadanie",Marchew,"130x g",130,42.9,1.3,1.3,,0.26,0.052,0,0.156,0.026,0.13,11.31,6.5,,4.68,,41.6,2152.8,0.065,0.065,,0.195,,,4.42,,0.663,0.585,17.16,0.442,41.6,3.9,20.8,0.13,366.6,,106.6,46.8,0.65,0.273
2024-11-05,"II śniadanie",Banan,"130x g",130,126.1,1.3,1.3,0,0.39,0.156,0.039,0.078,0.026,0.052,28.34,24.96,0,2.21,0,28.6,10.4,0.052,0.13,0.481,0.468,,0,11.7,0,0.351,0.65,0.65,0.234,26,3.64,42.9,0.13,513.5,1.352,1.3,7.8,0.52,0
2024-11-05,"II śniadanie","Tine mleko ekstra lett","350x ml",350,129.5,12.25,,,1.75,1.05,,,,,15.75,15.75,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35
2024-11-05,"II śniadanie",Banan,"130x g",130,126.1,1.3,1.3,0,0.39,0.156,0.039,0.078,0.026,0.052,30.55,24.96,0,2.21,0,28.6,10.4,0.052,0.13,0.481,0.468,,0,11.7,0,0.351,0.65,0.65,0.234,26,3.64,42.9,0.13,513.5,1.352,1.3,7.8,0.52,0
2024-11-05,"II śniadanie","Whey salted carmel","28x g",28,107.52,20.524,,,1.96,1.26,,,,,1.988,1.484,,,,,,,,,,,,,,,,,,,,,,,,,,,0.672
2024-11-05,Obiad,"Oliwa z oliwek","3x g",3,26.91,0,,,2.988,0.4458,2.1036,0.3183,0.0249,0.2934,0.006,0,0,0,,,,,,,,,,0,,0.3585,,,0.0018,0.03,0.15,0,0.0021,,,0.03,0,0.012,0
2024-11-05,Obiad,"Mięso z piersi kurczaka","120x g",120,118.8,25.8,0,25.8,1.56,0.36,0.36,0.36,,,0,0,69.6,0,,14.4,7.2,0.12,0.24,,0.72,,0.48,0,0,0.36,14.88,,0.6,288,0,39.6,0,462,,66,6,0.48,
2024-11-05,Obiad,"Kupiec Kasza Gryczana Prazona","30x g",30,103.2,3.9,3.78,,0.96,0.18,,,,0,19.2,0.24,,1.8,,,,,,,,,,,,,,,,,,,,,,0,,,0.012
2024-11-05,Obiad,"Synnøve lett odt","16x g",16,41.6,4.64,,,2.56,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.192
2024-11-05,Obiad,"Kapusta kiszona","150x g",150,30,1.65,,,0.3,,,,,,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05,Przekąska,"Gresskarkjerner økologisk","20x g",20,125,6,,,9.8,1.72,,,,,2.6,0.22,,1.88,,,,,,,,,,,,,,,,,,,,,,,,,0
2024-11-05,Kolacja,"Tine mleko ekstra lett","300x ml",300,111,10.5,,,1.5,0.9,,,,,13.5,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3
2024-11-07,Śniadanie,"Truskawki mrozone rema 1000","60x g",60,20.4,0.3,,,0.3,,,,,,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-07,Śniadanie,"Kirsebær uten sten","30x g",30,12.3,0.21,,,0,0,,,,,2.7,2.7,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,0
2024-11-07,Śniadanie,"Maliny mrożone","30x g",30,8.7,0.33,,,0.15,0,,,,,0.96,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003
2024-11-07,Śniadanie,"Blåbar freskfryset","30x g",30,15.3,0.3,,,0.27,,,,,,2.25,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-07,Śniadanie,"Płatki owsiane górskie","50x g",50,181.5,6.5,,,2.85,0.6,,,,,30,0.9,,5,,,,,,,,,,,,,,,,,,,,,,4,,,0.01
2024-11-07,Śniadanie,"Q Frokost Yoghurt Vanilje","200x g",200,144,9,,,5.4,3.6,,,,,15,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2
2024-11-07,"II śniadanie",Marchew,"80x g",80,26.4,0.8,0.8,,0.16,0.032,0,0.096,0.016,0.08,6.96,4,,2.88,,25.6,1324.8,0.04,0.04,,0.12,,,2.72,,0.408,0.36,10.56,0.272,25.6,2.4,12.8,0.08,225.6,,65.6,28.8,0.4,0.168
2024-11-07,"II śniadanie",Banan,"80x g",80,77.6,0.8,0.8,0,0.24,0.096,0.024,0.048,0.016,0.032,17.44,15.36,0,1.36,0,17.6,6.4,0.032,0.08,0.296,0.288,,0,7.2,0,0.216,0.4,0.4,0.144,16,2.24,26.4,0.08,316,0.832,0.8,4.8,0.32,0
2024-11-07,Przekąska,"Wasa Husman 520g","35x g",35,115.5,3.15,,,0.8085,0.14,,,,,21,0.525,,7,,,,,,,,,,,,,,,,,,,,,,140,,,0.35
2024-11-07,Przekąska,Pomidor,"100x g",100,19,0.9,0.9,0,0.2,0.05,0.02,0.12,0.01,0.11,4.1,2.8,0,1.2,0,39,107,0.06,0.04,0.09,0.15,2,0,23,0,1.22,1,7.9,0.26,21,1.1,8,0.06,282,0.3,8,9,0.5,0.02
2024-11-07,Przekąska,"Mager Cottage cheese","130x g",130,102.7,16.9,,,2.6,1.69,,,,,2.73,2.73,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.52
2024-11-09,Śniadanie,"Truskawki mrozone rema 1000","60x g",60,20.4,0.3,,,0.3,,,,,,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-09,Śniadanie,"Kirsebær uten sten","30x g",30,12.3,0.21,,,0,0,,,,,2.7,2.7,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,0
2024-11-09,Śniadanie,"Maliny mrożone","30x g",30,8.7,0.33,,,0.15,0,,,,,0.96,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003
2024-11-09,Śniadanie,"Blåbar freskfryset","30x g",30,15.3,0.3,,,0.27,,,,,,2.25,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-09,Śniadanie,"Płatki owsiane górskie","50x g",50,181.5,6.5,,,2.85,0.6,,,,,30,0.9,,5,,,,,,,,,,,,,,,,,,,,,,4,,,0.01
2024-11-09,Śniadanie,"Q Frokost Yoghurt Vanilje","200x g",200,144,9,,,5.4,3.6,,,,,15,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2
2024-11-09,"II śniadanie",Banan,"80x g",80,77.6,0.8,0.8,0,0.24,0.096,0.024,0.048,0.016,0.032,17.44,15.36,0,1.36,0,17.6,6.4,0.032,0.08,0.296,0.288,,0,7.2,0,0.216,0.4,0.4,0.144,16,2.24,26.4,0.08,316,0.832,0.8,4.8,0.32,0
2024-11-09,"II śniadanie",Marchew,"80x g",80,26.4,0.8,0.8,,0.16,0.032,0,0.096,0.016,0.08,6.96,4,,2.88,,25.6,1324.8,0.04,0.04,,0.12,,,2.72,,0.408,0.36,10.56,0.272,25.6,2.4,12.8,0.08,225.6,,65.6,28.8,0.4,0.168
2024-11-09,"II śniadanie",Mandarynka,"75x g",75,33.75,0.45,0.45,,0.15,0.015,0.0225,0.03,0.0075,0.0225,8.4,6.9,0,1.425,,15.75,12,0.0825,0.015,,0.0525,,0,23.1,0,0.15,0.15,,0.0525,13.5,0.6,12.75,0.0375,141.75,,0.9,22.5,0.225,0
2024-11-09,Przekąska,"Wasa Husman 520g","54x g",54,178.2,4.86,,,1.2474,0.216,,,,,32.4,0.81,,10.8,,,,,,,,,,,,,,,,,,,,,,216,,,0.54
2024-11-09,Przekąska,Pomidor,"55x g",55,10.45,0.495,0.495,0,0.11,0.0275,0.011,0.066,0.0055,0.0605,2.255,1.54,0,0.66,0,21.45,58.85,0.033,0.022,0.0495,0.0825,1.1,0,12.65,0,0.671,0.55,4.345,0.143,11.55,0.605,4.4,0.033,155.1,0.165,4.4,4.95,0.275,0.011
2024-11-09,Przekąska,"Gilde stjerne bacon","120x g",120,361.2,16.8,,,32.4,11.64,,,,,0.6,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,2.88
2024-11-14,Śniadanie,"Truskawki mrozone rema 1000","60x g",60,20.4,0.3,,,0.3,,,,,,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-14,Śniadanie,"Kirsebær uten sten","30x g",30,12.3,0.21,,,0,0,,,,,2.7,2.7,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,0
2024-11-14,Śniadanie,"Maliny mrożone","30x g",30,8.7,0.33,,,0.15,0,,,,,0.96,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003
2024-11-14,Śniadanie,"Blåbar freskfryset","30x g",30,15.3,0.3,,,0.27,,,,,,2.25,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-14,Śniadanie,"Melvit Platki Owsiane Gorskie","50x g",50,187,6.5,6.5,,3.35,0.6,0,0,0,0,30.5,0.8,0,4.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01
2024-11-14,Śniadanie,"Yogurth Natural (tine)","200x g",200,138,8.2,,,6.8,4.6,,,,,11.2,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2
2024-11-14,"II śniadanie",Marchew,"110x g",110,36.3,1.1,1.1,,0.22,0.044,0,0.132,0.022,0.11,9.57,5.5,,3.96,,35.2,1821.6,0.055,0.055,,0.165,,,3.74,,0.561,0.495,14.52,0.374,35.2,3.3,17.6,0.11,310.2,,90.2,39.6,0.55,0.231
2024-11-14,Obiad,"Oliwa z oliwek","9x g",9,80.73,0,,,8.964,1.3374,6.3108,0.9549,0.0747,0.8802,0.018,0,0,0,,,,,,,,,,0,,1.0755,,,0.0054,0.09,0.45,0,0.0063,,,0.09,0,0.036,0
2024-11-14,Obiad,"Mięso z piersi kurczaka","170x g",170,168.3,36.55,0,36.55,2.21,0.51,0.51,0.51,,,0,0,98.6,0,,20.4,10.2,0.17,0.34,,1.02,,0.68,0,0,0.51,21.08,,0.85,408,0,56.1,0,654.5,,93.5,8.5,0.68,
2024-11-14,Obiad,"Kupiec Kasza Gryczana Prazona","30x g",30,103.2,3.9,3.78,,0.96,0.18,,,,0,19.2,0.24,,1.8,,,,,,,,,,,,,,,,,,,,,,0,,,0.012
2024-11-14,Obiad,"Polan Cucumbers in Brine Pasteurized 860g","150x g",150,18,1.5,,,0.15,,,,,,2.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5
2024-11-14,Przekąska,Meierismør,"8x g",8,59.36,0.04,,,6.56,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-14,Przekąska,"Czaniecki Makaron 5 jajeczny krajanka 250 g","100x g",100,371,13,,,3.7,1,,,,0,70,2.9,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,0.1
2024-11-14,Przekąska,"Prior Egg fra Frittgående Norske Høner","65x g",65,96.85,8.45,,,7.15,1.95,,,0,0,0.195,0.195,,,,44.2,,,0.26,,,,0.845,,0,3.315,,,,,0.0195,,,,14.3,,,,0.26
2024-11-14,Przekąska,"Wasa Husman 520g","13x g",13,42.9,1.17,,,0.3003,0.052,,,,,7.8,0.195,,2.6,,,,,,,,,,,,,,,,,,,,,,52,,,0.13
2024-11-14,Przekąska,"Oliwa z oliwek","2x g",2,17.94,0,,,1.992,0.2972,1.4024,0.2122,0.0166,0.1956,0.004,0,0,0,,,,,,,,,,0,,0.239,,,0.0012,0.02,0.1,0,0.0014,,,0.02,0,0.008,0
2024-11-14,Kolacja,"Tine mleko ekstra lett","250x ml",250,92.5,8.75,,,1.25,0.75,,,,,11.25,11.25,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25
2024-11-16,Śniadanie,"Truskawki mrozone rema 1000","60x g",60,20.4,0.3,,,0.3,,,,,,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-16,Śniadanie,"Kirsebær uten sten","30x g",30,12.3,0.21,,,0,0,,,,,2.7,2.7,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,0
2024-11-16,Śniadanie,"Maliny mrożone","30x g",30,8.7,0.33,,,0.15,0,,,,,0.96,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003
2024-11-16,Śniadanie,"Blåbar freskfryset","30x g",30,15.3,0.3,,,0.27,,,,,,2.25,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-16,Śniadanie,"Melvit Platki Owsiane Gorskie","50x g",50,187,6.5,6.5,,3.35,0.6,0,0,0,0,30.5,0.8,0,4.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01
2024-11-16,Śniadanie,"Q Frokost Yoghurt Vanilje","200x g",200,144,9,,,5.4,3.6,,,,,15,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2
2024-11-16,"II śniadanie",Banan,"200x g",200,194,2,2,0,0.6,0.24,0.06,0.12,0.04,0.08,43.6,38.4,0,3.4,0,44,16,0.08,0.2,0.74,0.72,,0,18,0,0.54,1,1,0.36,40,5.6,66,0.2,790,2.08,2,12,0.8,0
2024-11-16,"II śniadanie","Wasa Husman 520g","39x g",39,128.7,3.51,,,0.9009,0.156,,,,,23.4,0.585,,7.8,,,,,,,,,,,,,,,,,,,,,,156,,,0.39
2024-11-16,"II śniadanie","Prior Egg fra Frittgående Norske Høner","65x g",65,96.85,8.45,,,7.15,1.95,,,0,0,0.195,0.195,,,,44.2,,,0.26,,,,0.845,,0,3.315,,,,,0.0195,,,,14.3,,,,0.26
2024-11-16,"II śniadanie",Marchew,"160x g",160,52.8,1.6,1.6,,0.32,0.064,0,0.192,0.032,0.16,13.92,8,,5.76,,51.2,2649.6,0.08,0.08,,0.24,,,5.44,,0.816,0.72,21.12,0.544,51.2,4.8,25.6,0.16,451.2,,131.2,57.6,0.8,0.336
2024-11-16,"II śniadanie","Oliwa z oliwek","2x g",2,17.94,0,,,1.992,0.2972,1.4024,0.2122,0.0166,0.1956,0.004,0,0,0,,,,,,,,,,0,,0.239,,,0.0012,0.02,0.1,0,0.0014,,,0.02,0,0.008,0
2024-11-16,Obiad,"Oliwa z oliwek","6x g",6,53.82,0,,,5.976,0.8916,4.2072,0.6366,0.0498,0.5868,0.012,0,0,0,,,,,,,,,,0,,0.717,,,0.0036,0.06,0.3,0,0.0042,,,0.06,0,0.024,0
2024-11-16,Obiad,"Kupiec Kasza Gryczana Prazona","30x g",30,103.2,3.9,3.78,,0.96,0.18,,,,0,19.2,0.24,,1.8,,,,,,,,,,,,,,,,,,,,,,0,,,0.012
2024-11-16,Obiad,"Mięso z piersi kurczaka","235x g",235,232.65,50.525,0,50.525,3.055,0.705,0.705,0.705,,,0,0,136.3,0,,28.2,14.1,0.235,0.47,,1.41,,0.94,0,0,0.705,29.14,,1.175,564,0,77.55,0,904.75,,129.25,11.75,0.94,
2024-11-18,Śniadanie,"Truskawki mrozone rema 1000","60x g",60,20.4,0.3,,,0.3,,,,,,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-18,Śniadanie,"Kirsebær uten sten","30x g",30,12.3,0.21,,,0,0,,,,,2.7,2.7,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,0
2024-11-18,Śniadanie,"Maliny mrożone","30x g",30,8.7,0.33,,,0.15,0,,,,,0.96,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003
2024-11-18,Śniadanie,"Blåbar freskfryset","30x g",30,15.3,0.3,,,0.27,,,,,,2.25,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-18,Śniadanie,"Melvit Platki Owsiane Gorskie","50x g",50,187,6.5,6.5,,3.35,0.6,0,0,0,0,30.5,0.8,0,4.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01
2024-11-18,Śniadanie,"Yogurth Natural (tine)","200x g",200,138,8.2,,,6.8,4.6,,,,,11.2,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2
2024-11-18,"II śniadanie",Marchew,"180x g",180,59.4,1.8,1.8,,0.36,0.072,0,0.216,0.036,0.18,15.66,9,,6.48,,57.6,2980.8,0.09,0.09,,0.27,,,6.12,,0.918,0.81,23.76,0.612,57.6,5.4,28.8,0.18,507.6,,147.6,64.8,0.9,0.378
2024-11-18,"II śniadanie",Banan,"106x g",106,102.82,1.06,1.06,0,0.318,0.1272,0.0318,0.0636,0.0212,0.0424,23.108,20.352,0,1.802,0,23.32,8.48,0.0424,0.106,0.3922,0.3816,,0,9.54,0,0.2862,0.53,0.53,0.1908,21.2,2.968,34.98,0.106,418.7,1.1024,1.06,6.36,0.424,0
