Data,Posiłek,"Produkty i potrawy","Miara użyteczna","ilość (g)","kalorie (kcal)","Białka (g)","Zwierzęce (g)","Roślinne (g)","Tłuszcze (g)","Nasycone (g)","Jednonienasycone (g)","Wielonienasycone (g)","Kwas omega 3 (g)","Kwas omega 6 (g)","Węglowodany (g)","Cukry (g)","Cholesterol (mg)","Błonnik (g)","Kofeina (mg)","Kwas foliowy (ug)","Witamina A (ug)","Witamina B1 (mg)","Witamina B2 (mg)","Witamina B5 (mg)","Witamina B6 (mg)","Biotyna (ug)","Witamina B12 (ug)","Witamina C (mg)","Witamina D (ug)","Witamina E (mg)","Witamina PP (mg)","Witamina K (ug)","Cynk (mg)","Fosfor (mg)","Jod (ug)","Magnez (mg)","Miedź (mg)","Potas (mg)","Selen (ug)","Sód (mg)","Wapń (mg)","Żelazo (mg)","Sól (g)"
2023-12-03,Śniadanie,"Maliny mrożone","30x g",30,8.7,0.33,,,0.15,0,,,,,0.96,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003
2023-12-03,Śniadanie,"Blåbær (mrożone)","30x g",30,15.3,0.3,,,0.27,,,,,,2.25,2.25,,1.38,,,,,,,,,,,,,,,,,,,,,,,,,0
2023-12-03,Śniadanie,"Kirsebær uten sten","30x g",30,12.3,0.21,,,0,0,,,,,2.7,2.7,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,0
2023-12-03,Śniadanie,"Płatki owsiane","50x g",50,170,5.5,,,1.75,0.3,,,,,30,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005
2023-12-03,Śniadanie,"Yogurth Natural (tine)","200x g",200,138,8.2,,,6.8,4.6,,,,,11.2,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2
2023-12-03,"II śniadanie",Marchew,"60x g",60,19.8,0.6,0.6,,0.12,0.024,0,0.072,0.012,0.06,5.22,3,,2.16,,19.2,993.6,0.03,0.03,,0.09,,,2.04,,0.306,0.27,7.92,0.204,19.2,1.8,9.6,0.06,169.2,,49.2,21.6,0.3,0.126
2023-12-03,"II śniadanie",Jabłko,"155x g",155,77.5,0.62,0.62,0,0.62,0.062,0.0155,0.1395,0.0155,0.124,18.755,15.035,0,3.1,0,9.3,6.2,0.0465,0.0465,0.093,0.0465,,0,14.26,,0.7595,0.2635,2.015,0.248,13.95,2.48,4.65,0.062,207.7,0.465,3.1,6.2,0.465,0.0155
2023-12-03,"II śniadanie",Banan,"70x g",70,67.9,0.7,0.7,0,0.21,0.084,0.021,0.042,0.014,0.028,16.45,13.44,0,1.19,0,15.4,5.6,0.028,0.07,0.259,0.252,,0,6.3,0,0.189,0.35,0.35,0.126,14,1.96,23.1,0.07,276.5,0.728,0.7,4.2,0.28,0
2023-12-03,Obiad,"Olej rzepakowy uniwersalny","4x g",4,36,0,,,4,0.2668,2.5188,1.0336,0.3228,0.708,0,,0,0,,0,0,0,0,,0,,0,0,0,1.0692,0,,0,0,0,0,0.0016,0,,0,0,0,0
2023-12-03,Obiad,"Mięso z piersi kurczaka","255x g",255,252.45,54.825,0,54.825,3.315,0.765,0.765,0.765,,,0,0,147.9,0,,30.6,15.3,0.255,0.51,,1.53,,1.02,0,0,0.765,31.62,,1.275,612,0,84.15,0,981.75,,140.25,12.75,1.02,
2023-12-03,Obiad,"Polan Cucumbers in Brine Pasteurized 860g","185x g",185,22.2,1.85,,,0.185,,,,,,2.59,0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.55
2023-12-03,Obiad,"Kasza gryczana biala ","50x g",50,171,6.45,,,1.55,0.3,,,,,31.5,1.45,,2.95,,,,,,,,,,,,,,,,,,,,,,,,,0.005
2023-12-03,Przekąska,"Wasa Fiber Balance","1x porcja",10,32.9,1.3,,,0.5,0.1,,,,,4.2,0.2,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,0.11
2023-12-03,Przekąska,"Mager Cottage cheese","110x g",110,86.9,14.3,,,2.2,1.43,,,,,2.31,2.31,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.44
2023-12-03,Przekąska,"Papryka konserwowa","22x g",22,9.24,0.198,,,0.066,0.022,,,,,1.738,1.738,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-03,Przekąska,"Wafle ryzowe Rema1000","2x porcja",16,60.64,1.344,,,0.448,0.112,,,,,12.48,0.144,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0352
2023-12-03,Przekąska,"Nora Hjemmelaget Jordbær Syltetøy","57x g",57,82.65,0.171,,,0.057,0,,,0,0,19.95,19.95,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2023-12-03,Kolacja,"Tine mleko ekstra lett","250x g",250,92.5,8.75,,,1.25,0.75,,,,,11.25,11.25,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25
2023-12-04,Śniadanie,"Truskawki mrozone rema 1000","60x g",60,20.4,0.3,,,0.3,,,,,,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-04,Śniadanie,"Maliny mrożone","30x g",30,8.7,0.33,,,0.15,0,,,,,0.96,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003
2023-12-04,Śniadanie,"Blåbær (mrożone)","30x g",30,15.3,0.3,,,0.27,,,,,,2.25,2.25,,1.38,,,,,,,,,,,,,,,,,,,,,,,,,0
2023-12-04,Śniadanie,"Kirsebær uten sten","30x g",30,12.3,0.21,,,0,0,,,,,2.7,2.7,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,0
2023-12-04,Śniadanie,"Płatki owsiane","50x g",50,170,5.5,,,1.75,0.3,,,,,30,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005
2023-12-04,Śniadanie,"Yogurth Natural (tine)","200x g",200,138,8.2,,,6.8,4.6,,,,,11.2,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2
2023-12-04,"II śniadanie",Marchew,"80x g",80,26.4,0.8,0.8,,0.16,0.032,0,0.096,0.016,0.08,6.96,4,,2.88,,25.6,1324.8,0.04,0.04,,0.12,,,2.72,,0.408,0.36,10.56,0.272,25.6,2.4,12.8,0.08,225.6,,65.6,28.8,0.4,0.168
2023-12-04,"II śniadanie",Jabłko,"140x g",140,70,0.56,0.56,0,0.56,0.056,0.014,0.126,0.014,0.112,16.94,13.58,0,2.8,0,8.4,5.6,0.042,0.042,0.084,0.042,,0,12.88,,0.686,0.238,1.82,0.224,12.6,2.24,4.2,0.056,187.6,0.42,2.8,5.6,0.42,0.014
2023-12-04,"II śniadanie",Banan,"70x g",70,67.9,0.7,0.7,0,0.21,0.084,0.021,0.042,0.014,0.028,16.45,13.44,0,1.19,0,15.4,5.6,0.028,0.07,0.259,0.252,,0,6.3,0,0.189,0.35,0.35,0.126,14,1.96,23.1,0.07,276.5,0.728,0.7,4.2,0.28,0
2023-12-04,Obiad,"Olej rzepakowy uniwersalny","2x g",2,18,0,,,2,0.1334,1.2594,0.5168,0.1614,0.354,0,,0,0,,0,0,0,0,,0,,0,0,0,0.5346,0,,0,0,0,0,0.0008,0,,0,0,0,0
2023-12-04,Obiad,"Mięso z piersi kurczaka","300x g",300,297,64.5,0,64.5,3.9,0.9,0.9,0.9,,,0,0,174,0,,36,18,0.3,0.6,,1.8,,1.2,0,0,0.9,37.2,,1.5,720,0,99,0,1155,,165,15,1.2,
2023-12-04,Obiad,"Polan Cucumbers in Brine Pasteurized 860g","150x g",150,18,1.5,,,0.15,,,,,,2.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5
2023-12-04,Obiad,"Kupiec Kasza gryczana biała 400 g (4 x 100 g)","1x opakowanie",100,342,12.6,,,3.1,0.6,,,,0,63,2.9,,5.9,,,,0.54,,,,,,,,,,,3.5,459,,218,0.41,443,,,,,0.01
2023-12-04,Kolacja,"Tine mleko ekstra lett","460x g",460,170.2,16.1,,,2.3,1.38,,,,,20.7,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46
2023-12-04,Kolacja,"Mager Cottage cheese","110x g",110,86.9,14.3,,,2.2,1.43,,,,,2.31,2.31,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.44
2023-12-04,Kolacja,Pomidor,"75x g",75,14.25,0.675,0.675,0,0.15,0.0375,0.015,0.09,0.0075,0.0825,3.075,2.1,0,0.9,0,29.25,80.25,0.045,0.03,0.0675,0.1125,1.5,0,17.25,0,0.915,0.75,5.925,0.195,15.75,0.825,6,0.045,211.5,0.225,6,6.75,0.375,0.015
2023-12-05,Śniadanie,"Truskawki mrozone rema 1000","60x g",60,20.4,0.3,,,0.3,,,,,,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-05,Śniadanie,"Maliny mrożone","30x g",30,8.7,0.33,,,0.15,0,,,,,0.96,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003
2023-12-05,Śniadanie,"Blåbær (mrożone)","30x g",30,15.3,0.3,,,0.27,,,,,,2.25,2.25,,1.38,,,,,,,,,,,,,,,,,,,,,,,,,0
2023-12-05,Śniadanie,"Kirsebær uten sten","30x g",30,12.3,0.21,,,0,0,,,,,2.7,2.7,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,0
2023-12-05,Śniadanie,"Płatki owsiane","50x g",50,170,5.5,,,1.75,0.3,,,,,30,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005
2023-12-05,Śniadanie,"Yogurth Natural (tine)","200x g",200,138,8.2,,,6.8,4.6,,,,,11.2,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2
2023-12-05,"II śniadanie",Banan,"80x g",80,77.6,0.8,0.8,0,0.24,0.096,0.024,0.048,0.016,0.032,18.8,15.36,0,1.36,0,17.6,6.4,0.032,0.08,0.296,0.288,,0,7.2,0,0.216,0.4,0.4,0.144,16,2.24,26.4,0.08,316,0.832,0.8,4.8,0.32,0
2023-12-05,"II śniadanie",Jabłko,"140x g",140,70,0.56,0.56,0,0.56,0.056,0.014,0.126,0.014,0.112,16.94,13.58,0,2.8,0,8.4,5.6,0.042,0.042,0.084,0.042,,0,12.88,,0.686,0.238,1.82,0.224,12.6,2.24,4.2,0.056,187.6,0.42,2.8,5.6,0.42,0.014
2023-12-05,"II śniadanie",Marchew,"60x g",60,19.8,0.6,0.6,,0.12,0.024,0,0.072,0.012,0.06,5.22,3,,2.16,,19.2,993.6,0.03,0.03,,0.09,,,2.04,,0.306,0.27,7.92,0.204,19.2,1.8,9.6,0.06,169.2,,49.2,21.6,0.3,0.126
2023-12-11,Śniadanie,"Truskawki mrozone rema 1000","60x g",60,20.4,0.3,,,0.3,,,,,,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-11,Śniadanie,"Maliny mrożone","30x g",30,8.7,0.33,,,0.15,0,,,,,0.96,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003
2023-12-11,Śniadanie,"Blåbær (mrożone)","30x g",30,15.3,0.3,,,0.27,,,,,,2.25,2.25,,1.38,,,,,,,,,,,,,,,,,,,,,,,,,0
2023-12-11,Śniadanie,"Kirsebær uten sten","30x g",30,12.3,0.21,,,0,0,,,,,2.7,2.7,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,0
2023-12-11,Śniadanie,"Yogurth Natural (tine)","200x g",200,138,8.2,,,6.8,4.6,,,,,11.2,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2
2023-12-11,Śniadanie,"Płatki owsiane","50x g",50,170,5.5,,,1.75,0.3,,,,,30,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005
