Data,Posiłek,"Produkty i potrawy","Miara użyteczna","ilość (g)","kalorie (kcal)","Białka (g)","Zwierzęce (g)","Roślinne (g)","Tłuszcze (g)","Nasycone (g)","Jednonienasycone (g)","Wielonienasycone (g)","Kwas omega 3 (g)","Kwas omega 6 (g)","Węglowodany (g)","Cukry (g)","Cholesterol (mg)","Błonnik (g)","Kofeina (mg)","Kwas foliowy (ug)","Witamina A (ug)","Witamina B1 (mg)","Witamina B2 (mg)","Witamina B5 (mg)","Witamina B6 (mg)","Biotyna (ug)","Witamina B12 (ug)","Witamina C (mg)","Witamina D (ug)","Witamina E (mg)","Witamina PP (mg)","Witamina K (ug)","Cynk (mg)","Fosfor (mg)","Jod (ug)","Magnez (mg)","Miedź (mg)","Potas (mg)","Selen (ug)","Sód (mg)","Wapń (mg)","Żelazo (mg)","Sól (g)"
2023-08-20,Przekąska,"Chili orzeszki notte fabriken","1x opakowanie",230,1205.2,39.1,,,87.4,,,,,,69,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9
2023-08-20,Kolacja,Fullkornstortillas,"60x g",60,176.4,5.88,,,3.54,0.54,,,,,28.2,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,0.504
2023-08-20,Kolacja,"Philadelphia light","24x g",24,36,1.728,,,2.64,1.776,,,,,1.248,1.248,,0.096,,,,,,,,,,,,,,,,,,,,,,,,,0.168
2023-08-20,Kolacja,"Cottage cheese","45x g",45,35.55,5.85,,,0.9,0.585,,,,,0.945,0.945,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.18
2023-08-20,Kolacja,Awokado,"25x g",25,42.25,0.5,0.5,0,3.825,0.45,2.8775,0.3325,0.0175,0.315,1.85,0.35,0,0.825,,15.5,1.75,0.0275,0.03,,0.07,,0,2,0,0.325,0.475,5.25,0.1,10.25,0.5,9.75,0.045,150,,2.5,2.75,0.25,0.0075
2023-08-20,Kolacja,"Røkt Laks","33x g",33,74.25,7.59,,,4.95,0.825,,,,,0.165,0.165,,,,,,,,,,,,,,,,,,,,,,,,,,,1.023
2023-08-21,Śniadanie,"Płatki owsiane","50x g",50,170,5.5,,,1.75,0.3,,,,,30,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005
2023-08-21,Śniadanie,"Q Melk lett 1% fett","285x g",285,116.85,9.975,,,2.85,1.995,,,,,12.825,12.825,,,,,,,,,,,,,,,,,,,,,,,,,,,0.285
2023-08-21,Śniadanie,Banan,"120x g",120,116.4,1.2,1.2,0,0.36,0.144,0.036,0.072,0.024,0.048,28.2,23.04,0,2.04,0,26.4,9.6,0.048,0.12,0.444,0.432,,0,10.8,0,0.324,0.6,0.6,0.216,24,3.36,39.6,0.12,474,1.248,1.2,7.2,0.48,0
2023-08-21,"II śniadanie",Jabłko,"200x g",200,100,0.8,0.8,0,0.8,0.08,0.02,0.18,0.02,0.16,24.2,19.4,0,4,0,12,8,0.06,0.06,0.12,0.06,,0,18.4,,0.98,0.34,2.6,0.32,18,3.2,6,0.08,268,0.6,4,8,0.6,0.02
2023-08-21,Lunch,"Buraki czerwone","415x g",415,244.85,3.32,,,2.075,,,,,,53.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-21,Lunch,"Jawo Uszka z kapustą i grzybami 300 g","100x g",100,233,7.8,,,0.9,0.2,,,,0,46,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88
2023-08-21,Lunch,Czosnek,"2x g",2,3.04,0.128,0.128,,0.01,0.0018,0.0002,0.005,0.0004,0.0046,0.652,0.032,,0.082,0,0.1,,0.004,0.0022,,0.0026,,,0.62,,0.0002,0.014,0.034,0.02,3.06,0.054,0.5,0.0052,8,0.284,0.344,0.82,0.034,0.0008
2023-08-21,Lunch,"Masło niesolone","17x g",17,127.67,0.085,,,14.11,9.18,3.23,,,,0.085,0.085,,,,,134.47,,,,,,,,,0.374,,,,,,,,,,,,,0.0051
2023-08-21,Lunch,Cebula,"20x g",20,6.6,0.28,0.28,0,0.08,0.022,0.008,0.034,0.004,0.03,1.38,1.02,0,0.34,,3.4,0.4,0.006,0.006,,0.02,,0,1.2,0,0.024,0.04,0.08,0.048,2.8,0.36,1.6,0.012,24.2,,1.2,5,0.1,0.004
2023-08-21,Lunch,"Winiary Rosół drobiowy 180 g (18 sztuk)","10x g",10,0.3,0.01,,,0.02,0.01,,,,,0.02,0.01,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.092
2023-08-21,Przekąska,"Prince polo classic","2x opakowanie",35,183.4,1.96,,,10.15,5.6,,,,,20.3,14,,1.47,,,,,,,,,,,,,,,,,,,,,,39.2,,,0.1085
2023-08-21,Przekąska,Marchew,"100x g",100,33,1,1,,0.2,0.04,0,0.12,0.02,0.1,8.7,5,,3.6,,32,1656,0.05,0.05,,0.15,,,3.4,,0.51,0.45,13.2,0.34,32,3,16,0.1,282,,82,36,0.5,0.21
2023-08-21,Przekąska,"Winogrono białe","100x g",100,71,0.5,,,0.2,0.1,,,,,16.1,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-21,Przekąska,Arbuz,"170x g",170,51,1.02,1.02,0,0.17,0,0,0,0,0,12.835,10.54,0,0.68,,5.1,47.6,0.136,0.034,0.374,0.085,,0,17,0,0.085,0.34,0.17,0.119,18.7,1.7,17,0.068,221,0.68,1.7,11.9,0.408,0.051
2023-08-21,Kolacja,Pomidor,"90x g",90,17.1,0.81,0.81,0,0.18,0.045,0.018,0.108,0.009,0.099,3.69,2.52,0,1.08,0,35.1,96.3,0.054,0.036,0.081,0.135,1.8,0,20.7,0,1.098,0.9,7.11,0.234,18.9,0.99,7.2,0.054,253.8,0.27,7.2,8.1,0.45,0.018
2023-08-21,Kolacja,"Cottage cheese","145x g",145,114.55,18.85,,,2.9,1.885,,,,,3.045,3.045,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.58
2023-08-21,Kolacja,"Q Melk lett 1% fett","250x g",250,102.5,8.75,,,2.5,1.75,,,,,11.25,11.25,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25
2023-08-21,Kolacja,"Wafle ryzowe Rema1000","1x porcja",8,30.32,0.672,,,0.224,0.056,,,,,6.24,0.072,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0176
2023-08-21,Kolacja,"Cottage cheese","50x g",50,39.5,6.5,,,1,0.65,,,,,1.05,1.05,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.2
2023-08-21,Kolacja,"Nora Hjemmelaget Jordbær Syltetøy","20x g",20,29,0.06,,,0.02,0,,,0,0,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2023-08-22,Śniadanie,"Płatki owsiane","60x g",60,204,6.6,,,2.1,0.36,,,,,36,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006
2023-08-22,Śniadanie,Mleko,"230x g",230,94.3,8.05,,,2.3,1.38,,,,,10.35,10.35,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23
2023-08-22,Śniadanie,Banan,"130x g",130,126.1,1.3,1.3,0,0.39,0.156,0.039,0.078,0.026,0.052,30.55,24.96,0,2.21,0,28.6,10.4,0.052,0.13,0.481,0.468,,0,11.7,0,0.351,0.65,0.65,0.234,26,3.64,42.9,0.13,513.5,1.352,1.3,7.8,0.52,0
2023-08-22,Lunch,Śliwki,"410x g",410,200.9,2.46,2.46,0,1.23,0.164,0.041,0.41,0.123,0.287,47.97,36.08,0,6.56,,12.3,200.9,0.246,0.164,,0.205,,0,21.32,0,3.526,2.009,26.24,0.451,82,5.74,32.8,0.451,852.8,,8.2,65.6,2.05,0.041
2023-08-22,Obiad,Ziemniaki,"2x sztuka",160,139.2,3.04,3.04,0,0.16,0.016,0,0.096,0.016,0.08,32.8,0.48,,2.56,,24,1.6,0.16,0.064,,0.528,,,17.6,0,0.08,2.24,,0.56,97.6,4.8,36.8,0.224,785.6,,12.8,6.4,0.96,0.032
2023-08-22,Przekąska,Marchew,"40x g",40,13.2,0.4,0.4,,0.08,0.016,0,0.048,0.008,0.04,3.48,2,,1.44,,12.8,662.4,0.02,0.02,,0.06,,,1.36,,0.204,0.18,5.28,0.136,12.8,1.2,6.4,0.04,112.8,,32.8,14.4,0.2,0.084
2023-08-22,Przekąska,Rzodkiewka,"2x sztuka",30,5.4,0.3,0.3,,0.06,0.015,0.006,0.024,0.018,0.006,1.32,0.54,0,0.75,,7.2,0.6,0.009,0.006,,0.024,,,6.18,0,0.003,0.078,0.39,0.078,5.7,2.4,2.1,0.012,70.8,,3.3,8.7,0.24,
2023-08-22,Przekąska,Arbuz,"450x g",450,135,2.7,2.7,0,0.45,0,0,0,0,0,33.975,27.9,0,1.8,,13.5,126,0.36,0.09,0.99,0.225,,0,45,0,0.225,0.9,0.45,0.315,49.5,4.5,45,0.18,585,1.8,4.5,31.5,1.08,0.135
2023-08-22,Kolacja,"Prior Egg fra Frittgående Norske Høner","1x sztuka",53,78.97,6.89,,,5.618,1.59,,,0,0,0.159,0.159,,,,35.51,,,0,,,,0.636,,0,0.0053,,,,,0.0159,,,,11.13,,,,0.212
2023-08-22,Kolacja,"Masło niesolone","10x g",10,75.1,0.05,,,8.3,5.4,1.9,,,,0.05,0.05,,,,,79.1,,,,,,,,,0.22,,,,,,,,,,,,,0.003
2023-08-22,Kolacja,Fullkornstortillas,"60x g",60,176.4,5.88,,,3.54,0.54,,,,,28.2,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,0.504
2023-08-22,Kolacja,Awokado,"85x g",85,143.65,1.7,1.7,0,13.005,1.53,9.7835,1.1305,0.0595,1.071,6.29,1.19,0,2.805,,52.7,5.95,0.0935,0.102,,0.238,,0,6.8,0,1.105,1.615,17.85,0.34,34.85,1.7,33.15,0.153,510,,8.5,9.35,0.85,0.0255
2023-08-22,Kolacja,Szynka,"2x plaster",30,25.2,5.13,,5.13,0.48,0.15,0.21,0.12,,,0.03,0,17.4,0,,3.15,3.9,,0.06,,0.12,,0.24,0,,0,1.89,,0.45,61.8,,9.6,0.03,116.1,,183.6,0.9,0.18,
2023-08-22,Kolacja,"Revet mozzarella","20x g",20,62.8,4.8,,,4.4,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-22,Kolacja,Mleko,"300x g",300,123,10.5,,,3,1.8,,,,,13.5,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3
2023-08-23,Śniadanie,"Płatki owsiane","50x g",50,170,5.5,,,1.75,0.3,,,,,30,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005
2023-08-23,Śniadanie,Mleko,"300x g",300,123,10.5,,,3,1.8,,,,,13.5,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3
2023-08-23,Śniadanie,Banan,"130x g",130,126.1,1.3,1.3,0,0.39,0.156,0.039,0.078,0.026,0.052,30.55,24.96,0,2.21,0,28.6,10.4,0.052,0.13,0.481,0.468,,0,11.7,0,0.351,0.65,0.65,0.234,26,3.64,42.9,0.13,513.5,1.352,1.3,7.8,0.52,0
2023-08-23,Lunch,Ziemniaki,"133x g",133,115.71,2.527,2.527,0,0.133,0.0133,0,0.0798,0.0133,0.0665,27.265,0.399,,2.128,,19.95,1.33,0.133,0.0532,,0.4389,,,14.63,0,0.0665,1.862,,0.4655,81.13,3.99,30.59,0.1862,653.03,,10.64,5.32,0.798,0.0266
2023-08-23,Lunch,"Jawo Uszka z kapustą i grzybami 300 g","86x g",86,200.38,6.708,,,0.774,0.172,,,,0,39.56,3.698,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7568
2023-08-23,Obiad,Fullkornstortillas,"60x g",60,176.4,5.88,,,3.54,0.54,,,,,28.2,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,0.504
2023-08-23,Obiad,"Masło niesolone","7x g",7,52.57,0.035,,,5.81,3.78,1.33,,,,0.035,0.035,,,,,55.37,,,,,,,,,0.154,,,,,,,,,,,,,0.0021
2023-08-23,Obiad,"Prior Egg fra Frittgående Norske Høner","57x g",57,84.93,7.41,,,6.042,1.71,,,0,0,0.171,0.171,,,,38.19,,,0,,,,0.684,,0,0.0057,,,,,0.0171,,,,11.97,,,,0.228
2023-08-23,Obiad,Szynka,"4x plaster",60,50.4,10.26,,10.26,0.96,0.3,0.42,0.24,,,0.06,0,34.8,0,,6.3,7.8,,0.12,,0.24,,0.48,0,,0,3.78,,0.9,123.6,,19.2,0.06,232.2,,367.2,1.8,0.36,
2023-08-23,Obiad,Awokado,"54x g",54,91.26,1.08,1.08,0,8.262,0.972,6.2154,0.7182,0.0378,0.6804,3.996,0.756,0,1.782,,33.48,3.78,0.0594,0.0648,,0.1512,,0,4.32,0,0.702,1.026,11.34,0.216,22.14,1.08,21.06,0.0972,324,,5.4,5.94,0.54,0.0162
2023-08-23,Obiad,"Revet mozzarella","20x g",20,62.8,4.8,,,4.4,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-23,Przekąska,"Prince polo classic","2x opakowanie",35,183.4,1.96,,,10.15,5.6,,,,,20.3,14,,1.47,,,,,,,,,,,,,,,,,,,,,,39.2,,,0.1085
2023-08-23,Przekąska,Marchew,"40x g",40,13.2,0.4,0.4,,0.08,0.016,0,0.048,0.008,0.04,3.48,2,,1.44,,12.8,662.4,0.02,0.02,,0.06,,,1.36,,0.204,0.18,5.28,0.136,12.8,1.2,6.4,0.04,112.8,,32.8,14.4,0.2,0.084
2023-08-23,Przekąska,Arbuz,"450x g",450,135,2.7,2.7,0,0.45,0,0,0,0,0,33.975,27.9,0,1.8,,13.5,126,0.36,0.09,0.99,0.225,,0,45,0,0.225,0.9,0.45,0.315,49.5,4.5,45,0.18,585,1.8,4.5,31.5,1.08,0.135
2023-08-23,Kolacja,Mleko,"260x g",260,106.6,9.1,,,2.6,1.56,,,,,11.7,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26
2023-08-23,Kolacja,"Wasa Kjeks med Fullkornshvetemel og Havregryn","60x g",60,276.6,4.98,,,11.1,1.08,,,0,0,36.84,9.3,,4.8,,,,,,,,,,,,,,,,162,,42,,,,,,1.56,0.42
2023-08-24,Śniadanie,"Kirsebær uten sten","40x g",40,16.4,0.28,,,0,0,,,,,3.6,3.6,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,0
2023-08-24,Śniadanie,"Maliny mrożone","50x g",50,14.5,0.55,,,0.25,0,,,,,1.6,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005
2023-08-24,Śniadanie,"Płatki owsiane","50x g",50,170,5.5,,,1.75,0.3,,,,,30,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005
2023-08-24,Śniadanie,"Q Melk lett 1% fett","330x g",330,135.3,11.55,,,3.3,2.31,,,,,14.85,14.85,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33
2023-08-24,Śniadanie,Banan,"68x g",68,65.96,0.68,0.68,0,0.204,0.0816,0.0204,0.0408,0.0136,0.0272,15.98,13.056,0,1.156,0,14.96,5.44,0.0272,0.068,0.2516,0.2448,,0,6.12,0,0.1836,0.34,0.34,0.1224,13.6,1.904,22.44,0.068,268.6,0.7072,0.68,4.08,0.272,0
2023-08-24,Lunch,Awokado,"85x g",85,143.65,1.7,1.7,0,13.005,1.53,9.7835,1.1305,0.0595,1.071,6.29,1.19,0,2.805,,52.7,5.95,0.0935,0.102,,0.238,,0,6.8,0,1.105,1.615,17.85,0.34,34.85,1.7,33.15,0.153,510,,8.5,9.35,0.85,0.0255
2023-08-24,Lunch,"Masło niesolone","7x g",7,52.57,0.035,,,5.81,3.78,1.33,,,,0.035,0.035,,,,,55.37,,,,,,,,,0.154,,,,,,,,,,,,,0.0021
2023-08-24,Lunch,"Prior Egg fra Frittgående Norske Høner","63x g",63,93.87,8.19,,,6.678,1.89,,,0,0,0.189,0.189,,,,42.21,,,0,,,,0.756,,0,0.0063,,,,,0.0189,,,,13.23,,,,0.252
2023-08-24,Lunch,Szynka,"3x plaster",45,37.8,7.695,,7.695,0.72,0.225,0.315,0.18,,,0.045,0,26.1,0,,4.725,5.85,,0.09,,0.18,,0.36,0,,0,2.835,,0.675,92.7,,14.4,0.045,174.15,,275.4,1.35,0.27,
2023-08-24,Lunch,Fullkornstortillas,"60x g",60,176.4,5.88,,,3.54,0.54,,,,,28.2,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,0.504
2023-08-24,Lunch,"Revet mozzarella","17x g",17,53.38,4.08,,,3.74,,,,,,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-24,Przekąska,"Yerba Mata Kurupi","0.5x szklanka",110,13.2,2.42,,,0,,,,,,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-24,Przekąska,Śliwki,"3x sztuka",180,88.2,1.08,1.08,0,0.54,0.072,0.018,0.18,0.054,0.126,21.06,15.84,0,2.88,,5.4,88.2,0.108,0.072,,0.09,,0,9.36,0,1.548,0.882,11.52,0.198,36,2.52,14.4,0.198,374.4,,3.6,28.8,0.9,0.018
2023-08-24,Przekąska,"Muszynianka plus Naturalna woda mineralna wysokozmineralizowana niskonasycona CO2 0,6 l","3x szklanka",660,0,0,,,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,683.1,,6.732,,603.9,1508.76,,0
2023-08-24,Kolacja,Pomidor,"300x g",300,57,2.7,2.7,0,0.6,0.15,0.06,0.36,0.03,0.33,12.3,8.4,0,3.6,0,117,321,0.18,0.12,0.27,0.45,6,0,69,0,3.66,3,23.7,0.78,63,3.3,24,0.18,846,0.9,24,27,1.5,0.06
2023-08-24,Kolacja,"Fullkorn fusilli","60x g",60,207.6,7.2,,,1.92,,,,,,37.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-24,Kolacja,"Olej rzepakowy uniwersalny","1x łyżeczka",5,45,0,,,5,0.3335,3.1485,1.292,0.4035,0.885,0,,0,0,,0,0,0,0,,0,,0,0,0,1.3365,0,,0,0,0,0,0.002,0,,0,0,0,0
2023-08-24,Kolacja,"Mieso mielone świnskie","156x g",156,380.64,24.96,,,31.2,11.388,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.56
2023-08-25,Śniadanie,"Maliny mrożone","30x g",30,8.7,0.33,,,0.15,0,,,,,0.96,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003
2023-08-25,Śniadanie,"Kirsebær uten sten","30x g",30,12.3,0.21,,,0,0,,,,,2.7,2.7,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,0
2023-08-25,Śniadanie,"Eldorado Økologiske Blåbær","20x g",20,8.6,0.1,,,0.1,0,,,0,0,1.52,1.28,,0.62,,,,,,,,,,,,,,,,,,,,,,,,,0
2023-08-25,Śniadanie,"Płatki owsiane","50x g",50,170,5.5,,,1.75,0.3,,,,,30,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005
2023-08-25,Śniadanie,Mleko,"360x g",360,147.6,12.6,,,3.6,2.16,,,,,16.2,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36
2023-08-25,Śniadanie,Banan,"50x g",50,48.5,0.5,0.5,0,0.15,0.06,0.015,0.03,0.01,0.02,11.75,9.6,0,0.85,0,11,4,0.02,0.05,0.185,0.18,,0,4.5,0,0.135,0.25,0.25,0.09,10,1.4,16.5,0.05,197.5,0.52,0.5,3,0.2,0
2023-08-25,"II śniadanie",Śliwki,"300x g",300,147,1.8,1.8,0,0.9,0.12,0.03,0.3,0.09,0.21,35.1,26.4,0,4.8,,9,147,0.18,0.12,,0.15,,0,15.6,0,2.58,1.47,19.2,0.33,60,4.2,24,0.33,624,,6,48,1.5,0.03
2023-08-25,"II śniadanie",Jabłko,"1x sztuka",170,85,0.68,0.68,0,0.68,0.068,0.017,0.153,0.017,0.136,20.57,16.49,0,3.4,0,10.2,6.8,0.051,0.051,0.102,0.051,,0,15.64,,0.833,0.289,2.21,0.272,15.3,2.72,5.1,0.068,227.8,0.51,3.4,6.8,0.51,0.017
2023-08-25,Obiad,Fullkornstortillas,"60x g",60,176.4,5.88,,,3.54,0.54,,,,,28.2,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,0.504
2023-08-25,Obiad,"Prior Egg fra Frittgående Norske Høner","57x g",57,84.93,7.41,,,6.042,1.71,,,0,0,0.171,0.171,,,,38.19,,,0,,,,0.684,,0,0.0057,,,,,0.0171,,,,11.97,,,,0.228
2023-08-25,Obiad,Awokado,"100x g",100,169,2,2,0,15.3,1.8,11.51,1.33,0.07,1.26,7.4,1.4,0,3.3,,62,7,0.11,0.12,,0.28,,0,8,0,1.3,1.9,21,0.4,41,2,39,0.18,600,,10,11,1,0.03
2023-08-25,Obiad,Szynka,"60x g",60,50.4,10.26,,10.26,0.96,0.3,0.42,0.24,,,0.06,0,34.8,0,,6.3,7.8,,0.12,,0.24,,0.48,0,,0,3.78,,0.9,123.6,,19.2,0.06,232.2,,367.2,1.8,0.36,
2023-08-25,Obiad,"Revet mozzarella","13x g",13,40.82,3.12,,,2.86,,,,,,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-25,Przekąska,Marchew,"35x g",35,11.55,0.35,0.35,,0.07,0.014,0,0.042,0.007,0.035,3.045,1.75,,1.26,,11.2,579.6,0.0175,0.0175,,0.0525,,,1.19,,0.1785,0.1575,4.62,0.119,11.2,1.05,5.6,0.035,98.7,,28.7,12.6,0.175,0.0735
2023-08-25,Kolacja,"Olej rzepakowy uniwersalny","6x g",6,54,0,,,6,0.4002,3.7782,1.5504,0.4842,1.062,0,,0,0,,0,0,0,0,,0,,0,0,0,1.6038,0,,0,0,0,0,0.0024,0,,0,0,0,0
2023-08-25,Kolacja,"Fullkorn fusilli","40x g",40,138.4,4.8,,,1.28,,,,,,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-25,Kolacja,"Mieso mielone świnskie","145x g",145,353.8,23.2,,,29,10.585,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.45
2023-08-25,Kolacja,Pastasaus,"110x g",110,38.5,1.76,,,0.77,,,,,,5.28,4.95,,1.43,,,,,,,,,,,,,,,,,,,,,,,,,0.66
2023-08-26,Śniadanie,"Kirsebær uten sten","25x g",25,10.25,0.175,,,0,0,,,,,2.25,2.25,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,0
2023-08-26,Śniadanie,"Maliny mrożone","35x g",35,10.15,0.385,,,0.175,0,,,,,1.12,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0035
